aX,aY,aZ,gX,gY,gZ
-0.078,0.094,0.982,2.258,-3.418,3.052
0.011,0.102,0.977,1.953,-3.357,3.113
0.045,0.039,0.973,1.892,-3.235,3.235
-0.037,0.016,0.977,1.831,-3.357,3.296
-0.090,0.074,0.980,2.014,-3.418,3.174
-0.022,0.111,0.977,2.014,-3.357,3.235
0.048,0.062,0.973,2.197,-3.418,3.357
-0.005,0.014,0.976,2.319,-3.357,3.296
-0.086,0.052,0.981,2.258,-3.296,3.357
-0.050,0.108,0.980,2.136,-3.235,3.174
0.038,0.081,0.974,2.075,-3.174,3.052
0.023,0.020,0.973,2.014,-3.357,3.296
-0.069,0.033,0.978,1.892,-3.540,3.357
-0.073,0.098,0.980,1.892,-3.357,3.296
0.019,0.099,0.974,2.014,-3.296,3.174
0.040,0.032,0.972,2.075,-3.296,3.296
-0.049,0.019,0.978,2.197,-3.357,3.235
-0.087,0.082,0.981,2.441,-3.357,3.052
-0.006,0.108,0.976,2.319,-3.235,3.113
0.048,0.049,0.973,2.075,-3.174,3.174
-0.024,0.014,0.976,1.953,-3.418,3.357
-0.090,0.068,0.981,1.953,-3.479,3.357
-0.026,0.112,0.978,2.075,-3.601,3.235
0.048,0.064,0.974,1.953,-3.479,3.174
-0.005,0.013,0.974,1.953,-3.235,3.174
-0.085,0.052,0.980,1.892,-3.174,3.174
-0.068,0.097,0.979,2.136,-3.235,3.174
-0.033,0.105,0.977,2.197,-3.296,3.113
-0.024,0.102,0.976,2.258,-3.479,3.113
-0.038,0.100,0.978,2.075,-3.540,3.113
-0.064,0.085,0.980,1.953,-3.418,3.052
-0.066,0.051,0.980,1.770,-3.479,3.052
-0.012,0.029,0.976,1.892,-3.601,3.113
0.021,0.068,0.974,1.770,-3.418,3.174
-0.048,0.088,0.978,1.770,-3.235,3.174
-0.030,0.037,0.977,1.831,-3.296,2.747
0.014,0.077,0.975,2.014,-3.418,3.296
-0.065,0.075,0.979,2.319,-3.113,3.235
-0.018,0.029,0.976,2.502,-3.357,3.174
0.029,0.055,0.975,2.502,-3.418,3.357
0.000,0.093,0.975,2.075,-3.235,3.235
-0.049,0.094,0.980,2.136,-3.479,2.991
-0.073,0.078,0.981,2.197,-3.540,3.174
-0.076,0.062,0.981,1.892,-3.357,3.174
-0.073,0.052,0.980,2.075,-3.479,3.113
-0.071,0.049,0.980,1.953,-3.296,3.235
-0.076,0.052,0.978,1.892,-3.174,3.235
-0.080,0.061,0.979,2.075,-3.174,3.174
-0.081,0.075,0.980,2.136,-3.296,3.052
-0.070,0.092,0.980,2.014,-3.174,3.174
-0.043,0.105,0.980,2.258,-3.174,2.991
-0.001,0.101,0.977,2.319,-3.113,2.991
0.037,0.077,0.974,2.258,-3.174,3.052
0.042,0.041,0.971,2.197,-3.174,3.174
0.001,0.014,0.974,2.258,-3.235,3.113
-0.058,0.028,0.980,2.075,-3.235,3.052
-0.086,0.074,0.982,1.953,-3.235,2.991
-0.044,0.108,0.980,2.014,-3.418,2.991
0.025,0.091,0.975,2.136,-3.540,2.991
0.041,0.040,0.973,1.953,-3.540,3.174
-0.020,0.015,0.976,1.709,-3.174,3.357
-0.084,0.052,0.981,2.014,-3.174,3.174
-0.065,0.103,0.981,2.075,-3.113,2.930
0.017,0.097,0.977,2.197,-3.296,2.930
0.045,0.042,0.973,1.953,-3.296,2.991
-0.021,0.013,0.974,2.075,-3.357,3.174
-0.085,0.055,0.981,2.014,-3.296,3.235
-0.050,0.107,0.978,1.831,-3.174,2.991
0.033,0.087,0.974,2.075,-3.174,3.052
0.034,0.026,0.972,2.014,-3.540,3.174
-0.051,0.021,0.978,1.953,-3.662,3.235
-0.087,0.081,0.980,1.953,-3.479,3.174
-0.015,0.109,0.976,1.953,-3.357,3.174
0.048,0.058,0.974,2.014,-3.296,3.235
-0.005,0.014,0.975,1.953,-3.174,3.174
-0.084,0.048,0.980,2.075,-3.296,3.235
-0.058,0.104,0.980,2.136,-3.479,3.235
0.032,0.089,0.975,2.014,-3.296,3.235
0.033,0.026,0.973,1.892,-3.174,3.235
-0.055,0.023,0.978,1.892,-3.235,3.174
-0.084,0.085,0.982,2.014,-3.418,3.174
-0.004,0.106,0.977,2.014,-3.540,3.174
0.047,0.051,0.973,1.831,-3.784,3.235
-0.022,0.015,0.975,1.831,-3.540,3.418
-0.087,0.065,0.980,1.770,-2.991,3.174
-0.036,0.114,0.976,1.709,-2.686,3.113
0.046,0.079,0.969,1.770,-2.869,3.235
0.019,0.021,0.969,2.014,-3.479,3.235
-0.073,0.038,0.976,2.258,-3.906,3.296
-0.069,0.096,0.978,2.319,-3.845,3.174
0.017,0.089,0.972,2.502,-3.601,3.296
0.041,0.029,0.968,2.625,-3.601,3.174
-0.042,0.016,0.970,2.380,-3.296,3.052
-0.087,0.081,0.971,2.014,-3.235,2.991
-0.013,0.112,0.967,1.343,-3.479,2.930
0.049,0.058,0.966,0.793,-3.723,3.174
-0.013,0.015,0.979,0.977,-4.211,3.113
-0.092,0.064,0.995,1.160,-4.333,3.113
-0.035,0.107,0.995,1.221,-3.967,3.113
0.045,0.070,0.995,1.709,-3.174,3.113
0.011,0.017,0.995,2.380,-2.625,3.296
-0.077,0.049,0.990,2.686,-2.319,3.235
-0.044,0.107,0.980,2.808,-2.563,3.174
0.047,0.082,0.971,2.808,-3.235,3.174
0.020,0.018,0.974,2.502,-3.906,3.357
-0.081,0.037,0.985,2.502,-4.517,3.357
-0.074,0.105,0.990,2.136,-4.761,3.418
0.020,0.092,0.986,1.709,-4.456,3.296
0.019,0.027,0.979,1.709,-3.723,3.296
-0.074,0.038,0.979,1.831,-2.808,3.296
-0.072,0.106,0.973,2.197,-2.014,3.052
0.028,0.099,0.961,2.625,-1.831,2.991
0.041,0.029,0.956,3.113,-2.319,3.174
-0.055,0.023,0.964,3.479,-3.357,3.296
-0.078,0.086,0.970,3.357,-3.967,3.113
0.010,0.092,0.970,3.052,-4.089,3.113
0.037,0.028,0.971,2.258,-4.089,3.052
-0.055,0.013,0.976,1.587,-3.845,2.991
-0.091,0.082,0.980,0.977,-3.540,3.052
-0.002,0.109,0.975,0.488,-3.052,2.991
0.048,0.046,0.969,0.427,-2.563,2.991
-0.030,0.020,0.973,1.160,-2.747,3.052
-0.084,0.079,0.981,1.587,-3.052,2.991
-0.010,0.111,0.979,2.319,-3.357,3.113
0.053,0.053,0.977,2.625,-3.845,3.296
-0.016,0.010,0.982,2.747,-3.906,3.357
-0.090,0.060,0.987,2.563,-3.906,3.174
-0.029,0.106,0.984,2.197,-3.601,3.113
0.050,0.061,0.976,1.648,-3.357,3.113
-0.003,0.011,0.975,1.465,-3.235,3.235
-0.087,0.056,0.981,1.221,-3.418,3.052
-0.040,0.112,0.981,1.526,-3.601,3.113
0.046,0.076,0.974,1.709,-3.723,3.235
0.007,0.018,0.974,1.831,-3.540,3.235
-0.085,0.047,0.981,2.319,-3.479,3.235
-0.059,0.107,0.979,2.563,-3.418,3.113
0.033,0.086,0.974,2.502,-3.296,3.113
0.025,0.022,0.973,2.380,-3.235,3.235
-0.065,0.030,0.980,2.319,-3.235,3.235
-0.076,0.094,0.981,2.014,-3.235,3.052
0.013,0.103,0.976,1.709,-3.357,3.052
0.048,0.043,0.971,1.770,-3.113,3.235
-0.026,0.016,0.975,1.770,-3.418,3.235
-0.088,0.068,0.980,2.075,-3.479,3.052
-0.036,0.112,0.979,2.136,-3.479,3.113
0.043,0.076,0.973,2.136,-3.784,3.052
0.019,0.019,0.972,2.014,-3.601,3.113
-0.069,0.032,0.977,2.197,-3.723,3.357
-0.078,0.094,0.980,2.136,-3.601,3.113
0.009,0.102,0.976,2.075,-3.479,2.930
0.047,0.043,0.971,1.953,-3.418,3.113
-0.024,0.013,0.975,1.953,-3.235,3.174
-0.087,0.062,0.980,2.136,-3.418,3.235
-0.038,0.109,0.977,2.258,-3.601,3.113
0.041,0.076,0.971,2.197,-3.662,3.235
0.018,0.018,0.972,2.197,-3.784,3.357
-0.069,0.030,0.978,2.197,-3.601,3.113
-0.079,0.092,0.982,2.197,-3.540,2.991
-0.016,0.107,0.978,1.953,-3.540,3.113
0.019,0.093,0.976,1.770,-3.113,3.113
0.023,0.087,0.975,1.831,-3.113,3.052
0.010,0.092,0.976,2.014,-3.357,3.113
-0.025,0.099,0.979,2.258,-3.540,3.296
-0.064,0.080,0.982,2.380,-3.723,3.174
-0.048,0.037,0.981,2.197,-3.662,3.113
0.019,0.042,0.976,2.075,-3.540,3.235
-0.014,0.091,0.980,1.953,-3.418,3.357
-0.056,0.051,0.980,1.831,-3.296,3.052
0.021,0.057,0.975,1.770,-3.479,3.113
-0.047,0.090,0.979,1.953,-3.174,3.418
-0.040,0.038,0.979,2.014,-3.540,2.930
0.022,0.044,0.977,2.075,-3.479,3.296
0.012,0.088,0.978,2.380,-3.418,3.357
-0.040,0.100,0.980,2.258,-3.235,3.296
-0.070,0.084,0.979,2.197,-3.296,3.113
-0.077,0.065,0.979,2.197,-3.174,3.052
-0.073,0.050,0.978,2.258,-3.357,3.174
-0.070,0.044,0.979,2.014,-3.540,3.174
-0.070,0.044,0.977,2.136,-3.357,3.113
-0.077,0.049,0.977,1.892,-3.296,3.174
-0.084,0.062,0.977,2.136,-3.296,3.113
-0.080,0.080,0.978,1.953,-3.296,3.052
-0.063,0.098,0.977,2.136,-3.296,3.174
-0.024,0.106,0.976,2.136,-3.174,3.174
0.021,0.093,0.974,2.136,-3.235,3.174
0.046,0.059,0.973,2.136,-3.357,3.296
0.026,0.024,0.971,1.953,-3.479,3.357
-0.034,0.017,0.976,1.831,-3.479,3.296
-0.084,0.050,0.980,1.770,-3.479,3.296
-0.071,0.099,0.980,1.831,-3.479,3.235
-0.001,0.105,0.977,1.953,-3.418,3.174
0.047,0.061,0.974,1.953,-3.174,3.235
0.010,0.016,0.975,2.136,-3.357,3.235
-0.067,0.033,0.979,2.319,-3.296,3.296
-0.078,0.089,0.981,2.441,-3.479,3.235
-0.002,0.106,0.978,2.319,-3.601,3.235
0.050,0.054,0.975,2.014,-3.479,2.991
-0.008,0.014,0.977,1.770,-3.601,3.174
-0.085,0.052,0.982,1.770,-3.601,3.296
-0.056,0.108,0.981,1.892,-3.479,3.174
0.035,0.090,0.975,1.770,-3.296,3.174
0.031,0.027,0.973,1.953,-3.540,3.174
-0.062,0.028,0.978,2.197,-3.357,3.113
-0.079,0.094,0.982,2.319,-3.357,3.174
0.013,0.102,0.977,2.380,-3.540,3.113
0.043,0.034,0.972,2.258,-3.540,3.174
-0.049,0.018,0.977,2.197,-3.418,3.296
-0.085,0.085,0.981,2.136,-3.479,2.991
0.005,0.105,0.975,2.014,-3.418,2.991
0.047,0.039,0.973,1.770,-3.296,3.174
-0.045,0.019,0.977,2.014,-3.540,3.235
-0.086,0.087,0.981,2.075,-3.479,3.235
0.007,0.105,0.976,2.197,-3.296,3.052
0.043,0.036,0.971,2.136,-3.235,3.113
-0.052,0.021,0.976,2.258,-3.174,3.235
-0.083,0.091,0.980,2.136,-3.235,3.174
0.017,0.100,0.975,2.319,-3.418,3.174
0.038,0.029,0.973,2.075,-3.540,3.052
-0.061,0.024,0.979,1.892,-3.540,3.235
-0.076,0.098,0.981,1.953,-3.601,3.113
0.026,0.096,0.975,1.892,-3.479,3.052
0.028,0.023,0.973,1.770,-3.235,3.235
-0.076,0.038,0.979,1.892,-3.235,3.235
-0.062,0.108,0.981,2.075,-3.235,3.174
0.041,0.083,0.975,2.136,-3.418,3.235
0.010,0.017,0.974,2.075,-3.296,3.113
-0.087,0.053,0.982,2.258,-3.235,3.113
-0.038,0.113,0.980,2.258,-3.174,2.808
0.049,0.065,0.974,2.197,-3.296,2.747
-0.017,0.015,0.976,1.953,-3.235,2.808
-0.092,0.071,0.981,1.953,-3.479,2.808
-0.017,0.113,0.976,2.136,-3.662,2.563
0.044,0.054,0.971,2.075,-3.479,2.258
-0.040,0.019,0.975,1.892,-3.601,2.075
-0.091,0.087,0.984,1.587,-3.418,1.831
0.010,0.103,0.978,1.709,-3.174,1.770
0.043,0.030,0.974,1.770,-3.052,2.014
-0.061,0.027,0.978,1.648,-2.991,2.075
-0.068,0.099,0.980,1.770,-3.052,2.197
0.035,0.089,0.973,1.953,-3.296,2.380
0.025,0.017,0.970,1.770,-3.723,2.441
-0.080,0.040,0.979,1.892,-3.784,2.686
-0.048,0.106,0.980,2.014,-3.601,2.563
0.047,0.070,0.975,1.953,-3.357,2.625
0.001,0.010,0.974,2.014,-3.296,2.686
-0.087,0.058,0.980,1.953,-3.235,2.930
-0.028,0.112,0.979,2.014,-3.418,2.869
0.052,0.059,0.971,1.770,-3.662,2.930
-0.021,0.014,0.974,1.770,-3.723,3.174
-0.090,0.074,0.981,1.831,-3.784,2.930
-0.006,0.108,0.977,2.014,-3.601,2.930
0.048,0.040,0.974,2.014,-3.479,2.991
-0.047,0.019,0.978,2.197,-3.235,3.174
-0.082,0.091,0.983,2.258,-3.235,3.235
0.022,0.099,0.974,2.258,-3.174,3.113
0.035,0.025,0.972,2.075,-3.296,3.174
-0.070,0.032,0.978,2.136,-3.418,3.296
-0.062,0.105,0.980,2.014,-3.540,3.235
0.040,0.083,0.975,1.953,-3.540,3.235
0.013,0.016,0.974,1.831,-3.601,3.357
-0.085,0.050,0.981,1.953,-3.479,3.174
-0.044,0.111,0.979,1.892,-3.540,3.174
0.048,0.072,0.974,2.014,-3.418,3.235
-0.000,0.014,0.974,1.953,-3.113,3.357
-0.087,0.056,0.980,2.075,-3.113,3.296
-0.036,0.111,0.979,2.258,-3.418,3.357
0.049,0.065,0.973,2.197,-3.540,3.357
-0.007,0.013,0.975,2.014,-3.479,3.418
-0.090,0.062,0.981,2.014,-3.540,3.296
-0.028,0.112,0.978,2.014,-3.296,3.174
0.049,0.060,0.972,1.953,-3.113,3.113
-0.015,0.014,0.974,1.831,-3.174,3.357
-0.090,0.068,0.980,1.953,-3.296,3.418
-0.020,0.112,0.979,2.136,-3.418,3.235
0.049,0.055,0.974,2.136,-3.479,3.357
-0.022,0.014,0.976,2.014,-3.418,3.357
-0.091,0.071,0.980,2.075,-3.479,3.235
-0.016,0.110,0.977,2.136,-3.357,3.174
0.050,0.051,0.971,1.892,-3.296,3.296
-0.030,0.016,0.975,1.770,-3.235,3.357
-0.089,0.079,0.980,1.831,-3.357,3.296
-0.005,0.112,0.977,1.892,-3.479,3.174
0.047,0.045,0.973,1.831,-3.479,3.174
-0.040,0.019,0.976,1.892,-3.601,3.296
-0.087,0.085,0.982,2.014,-3.601,3.296
0.004,0.108,0.978,2.075,-3.357,3.235
0.044,0.038,0.972,2.136,-3.235,3.174
-0.050,0.020,0.977,2.136,-3.296,3.296
-0.083,0.090,0.981,2.014,-3.235,3.357
0.014,0.103,0.974,2.075,-3.235,3.174
0.044,0.043,0.972,2.014,-3.357,3.235
0.005,0.021,0.974,1.831,-3.357,3.235
-0.019,0.021,0.975,2.014,-3.418,3.235
-0.016,0.023,0.976,1.892,-3.479,3.174
0.009,0.028,0.975,2.014,-3.540,3.174
0.030,0.053,0.974,1.953,-3.540,3.113
0.004,0.090,0.974,2.075,-3.479,3.235
-0.060,0.082,0.977,2.258,-3.662,3.357
-0.034,0.034,0.978,2.197,-3.418,2.930
0.020,0.067,0.974,2.197,-3.479,3.113
-0.056,0.077,0.979,2.197,-3.174,3.296
-0.007,0.033,0.976,2.197,-3.418,3.052
0.016,0.079,0.975,2.014,-3.174,3.174
-0.050,0.092,0.978,1.953,-3.418,2.991
-0.068,0.053,0.979,1.770,-3.418,3.113
-0.031,0.028,0.977,1.953,-3.418,3.174
0.003,0.027,0.974,2.014,-3.479,3.235
0.024,0.035,0.976,2.075,-3.601,3.235
0.031,0.042,0.974,2.258,-3.357,3.235
0.033,0.044,0.975,2.075,-3.052,3.113
0.033,0.037,0.974,2.075,-3.174,3.113
0.021,0.027,0.973,2.075,-3.052,3.113
-0.003,0.020,0.974,1.953,-3.296,3.052
-0.038,0.021,0.976,2.136,-3.418,3.113
-0.073,0.042,0.979,2.258,-3.418,3.235
-0.084,0.076,0.981,2.380,-3.540,3.174
-0.056,0.105,0.979,2.197,-3.357,3.052
0.002,0.103,0.978,1.892,-3.357,3.113
0.044,0.068,0.975,2.136,-3.174,3.235
0.024,0.025,0.974,2.197,-3.235,3.235
-0.043,0.021,0.977,2.197,-3.296,3.235
-0.088,0.065,0.980,2.136,-3.418,3.296
-0.050,0.108,0.979,2.197,-3.479,3.296
0.026,0.092,0.974,2.136,-3.601,3.235
0.041,0.036,0.972,2.258,-3.479,3.235
-0.031,0.016,0.976,2.075,-3.296,3.174
-0.090,0.066,0.980,1.953,-3.296,3.174
-0.040,0.110,0.979,1.953,-3.357,3.052
0.043,0.079,0.973,2.075,-3.418,3.052
0.021,0.021,0.973,2.197,-3.601,3.174
-0.070,0.034,0.979,2.075,-3.540,3.357
-0.076,0.098,0.981,2.075,-3.540,3.357
0.015,0.101,0.976,2.136,-3.479,3.174
0.042,0.036,0.972,2.197,-3.174,3.235
-0.048,0.020,0.976,2.258,-3.174,3.235
-0.086,0.085,0.981,2.319,-3.174,3.235
0.000,0.108,0.976,2.197,-3.296,3.174
0.049,0.045,0.971,2.380,-3.235,3.296
-0.034,0.016,0.977,1.953,-3.296,3.235
-0.090,0.078,0.981,2.014,-3.357,3.235
-0.010,0.110,0.977,2.075,-3.540,3.174
0.048,0.050,0.973,1.953,-3.418,3.052
-0.028,0.015,0.977,1.953,-3.357,3.113
-0.090,0.073,0.982,2.014,-3.357,3.174
-0.017,0.112,0.978,2.197,-3.296,3.174
0.051,0.054,0.973,2.197,-3.235,3.296
-0.022,0.015,0.976,1.953,-3.296,3.296
-0.090,0.072,0.981,2.075,-3.357,3.113
-0.016,0.111,0.979,2.197,-3.479,2.930
0.050,0.053,0.973,2.197,-3.601,3.113
-0.027,0.015,0.976,1.953,-3.479,3.235
-0.092,0.074,0.982,2.075,-3.418,3.357
-0.014,0.111,0.978,2.197,-3.540,3.174
0.049,0.050,0.973,2.136,-3.479,3.052
-0.029,0.015,0.975,2.136,-3.296,3.235
-0.089,0.076,0.983,2.075,-3.418,3.113
-0.010,0.110,0.977,2.197,-3.357,3.113
0.049,0.049,0.973,2.197,-3.479,3.052
-0.029,0.015,0.975,2.136,-3.479,3.174
-0.090,0.075,0.980,2.136,-3.540,3.235
-0.013,0.110,0.978,2.014,-3.479,3.174
0.049,0.052,0.973,2.075,-3.418,3.174
-0.027,0.016,0.976,1.953,-3.418,3.235
-0.090,0.073,0.982,2.075,-3.357,3.174
-0.017,0.112,0.979,1.831,-3.357,3.052
0.051,0.056,0.972,2.014,-3.418,3.174
-0.019,0.014,0.975,2.197,-3.357,3.174
-0.090,0.067,0.982,2.014,-3.357,3.296
-0.027,0.112,0.978,2.075,-3.479,3.113
0.048,0.063,0.973,2.075,-3.479,3.113
-0.005,0.014,0.975,1.953,-3.601,3.235
-0.087,0.054,0.981,1.892,-3.235,3.052
-0.048,0.110,0.979,1.770,-3.296,3.052
0.041,0.082,0.973,1.831,-3.235,3.052
0.021,0.019,0.974,1.953,-3.174,3.235
-0.073,0.036,0.980,2.014,-3.540,3.174
-0.070,0.101,0.982,2.075,-3.540,3.113
0.023,0.097,0.975,1.953,-3.540,3.113
0.038,0.030,0.972,2.136,-3.296,3.296
-0.052,0.023,0.977,2.014,-3.357,3.174
-0.085,0.087,0.980,2.014,-3.357,3.052
0.000,0.107,0.976,1.831,-3.479,2.991
0.048,0.045,0.972,1.953,-3.357,3.174
-0.032,0.015,0.978,1.953,-3.296,3.174
-0.090,0.074,0.983,2.197,-3.296,3.113
-0.016,0.111,0.978,2.197,-3.601,3.052
0.049,0.056,0.971,1.953,-3.540,3.113
-0.017,0.014,0.973,2.014,-3.174,3.235
-0.089,0.065,0.979,2.136,-3.113,3.235
-0.031,0.112,0.978,2.014,-3.174,3.235
0.048,0.068,0.972,2.014,-3.418,3.174
-0.001,0.014,0.974,2.075,-3.540,3.357
-0.088,0.054,0.981,2.136,-3.662,3.235
-0.045,0.110,0.980,2.075,-3.662,3.174
0.043,0.075,0.975,2.258,-3.540,3.052
0.007,0.015,0.974,2.197,-3.357,3.052
-0.084,0.047,0.981,1.953,-3.174,3.052
-0.052,0.109,0.979,1.892,-3.235,3.113
0.043,0.081,0.974,1.831,-3.113,3.113
0.016,0.017,0.973,1.831,-2.991,3.296
-0.080,0.044,0.979,1.953,-3.357,3.296
-0.055,0.109,0.979,2.197,-3.540,3.113
0.040,0.082,0.974,2.319,-3.601,3.174
0.016,0.017,0.974,2.258,-3.601,3.235
-0.081,0.041,0.982,2.075,-3.662,3.235
-0.058,0.107,0.981,2.197,-3.479,3.174
0.039,0.083,0.974,2.075,-3.235,3.052
0.020,0.018,0.972,1.953,-3.113,3.174
-0.078,0.042,0.978,2.014,-3.235,3.113
-0.058,0.107,0.978,2.014,-3.418,2.991
0.040,0.083,0.973,2.075,-3.601,3.113
0.015,0.017,0.973,2.075,-3.601,3.296
-0.082,0.044,0.981,1.892,-3.418,3.296
-0.055,0.109,0.982,2.075,-3.296,3.174
0.042,0.081,0.973,2.014,-3.113,3.113
0.012,0.016,0.972,1.770,-3.113,3.174
-0.083,0.047,0.979,1.892,-3.235,3.113
-0.048,0.111,0.979,1.892,-3.418,3.052
0.044,0.075,0.973,2.014,-3.601,3.052
0.006,0.015,0.973,2.136,-3.540,3.113
-0.086,0.051,0.982,2.075,-3.479,3.235
-0.044,0.111,0.979,2.136,-3.540,3.174
0.039,0.081,0.974,2.014,-3.479,3.113
0.039,0.041,0.973,2.014,-3.296,3.174
0.020,0.027,0.974,1.953,-3.357,3.235
0.018,0.029,0.975,2.075,-3.540,3.235
0.028,0.042,0.974,2.075,-3.479,3.235
0.027,0.070,0.975,2.136,-3.601,3.235
-0.018,0.096,0.977,2.136,-3.418,3.296
-0.067,0.072,0.979,2.136,-3.479,3.113
-0.018,0.032,0.976,2.014,-3.296,3.052
0.016,0.075,0.975,2.014,-3.418,3.357
-0.060,0.072,0.981,2.136,-3.296,3.113
0.005,0.036,0.975,1.953,-3.357,2.930
0.002,0.089,0.977,1.892,-3.113,3.479
-0.062,0.081,0.977,1.892,-3.235,3.174
-0.051,0.037,0.977,1.892,-3.235,3.174
0.000,0.027,0.974,2.075,-3.357,3.235
0.028,0.042,0.974,2.197,-3.357,3.174
0.036,0.059,0.974,2.319,-3.357,3.235
0.034,0.070,0.975,2.319,-3.418,3.235
0.033,0.073,0.975,2.075,-3.357,3.052
0.037,0.068,0.974,2.075,-3.357,3.113
0.040,0.057,0.974,2.197,-3.235,3.052
0.035,0.039,0.973,2.197,-3.296,3.113
0.011,0.021,0.974,2.197,-3.540,3.235
-0.035,0.019,0.976,2.197,-3.662,3.357
-0.078,0.045,0.979,2.014,-3.418,3.174
-0.081,0.087,0.981,2.136,-3.357,3.235
-0.025,0.110,0.978,2.136,-3.479,3.174
0.040,0.080,0.975,2.136,-3.296,3.235
0.031,0.027,0.973,1.892,-3.357,3.174
-0.050,0.024,0.977,1.892,-3.357,3.174
-0.086,0.080,0.980,1.892,-3.296,3.052
-0.016,0.111,0.977,1.892,-3.235,2.991
0.050,0.061,0.974,1.953,-3.418,3.235
-0.009,0.013,0.975,2.075,-3.357,3.174
-0.089,0.056,0.981,2.319,-3.357,3.235
-0.043,0.110,0.979,2.319,-3.479,3.113
0.046,0.073,0.974,2.197,-3.296,3.235
0.005,0.015,0.974,2.014,-3.296,3.113
-0.085,0.052,0.980,2.075,-3.479,3.174
-0.044,0.111,0.979,2.075,-3.357,3.174
0.047,0.072,0.973,2.014,-3.662,3.174
-0.003,0.014,0.974,1.892,-3.479,3.235
-0.092,0.061,0.980,2.197,-3.540,3.235
-0.025,0.113,0.978,2.136,-3.540,3.235
0.051,0.051,0.973,2.075,-3.479,3.357
-0.037,0.015,0.977,2.075,-3.357,3.296
-0.084,0.090,0.982,2.014,-3.174,3.113
0.022,0.100,0.975,2.075,-3.113,3.052
0.030,0.022,0.972,2.014,-3.296,3.235
-0.081,0.044,0.980,1.892,-3.418,3.174
-0.042,0.113,0.979,1.953,-3.418,3.113
0.051,0.059,0.972,1.953,-3.479,3.235
-0.034,0.015,0.976,2.014,-3.357,3.296
-0.087,0.091,0.980,2.136,-3.357,3.296
0.026,0.097,0.975,2.136,-3.235,3.113
0.022,0.018,0.973,2.014,-3.418,3.235
-0.087,0.052,0.982,1.953,-3.357,3.174
-0.024,0.114,0.978,2.014,-3.296,3.113
0.051,0.044,0.972,1.892,-3.296,3.052
-0.059,0.024,0.978,2.014,-3.540,3.296
-0.067,0.106,0.981,1.953,-3.540,3.174
0.047,0.074,0.972,1.892,-3.357,3.052
-0.020,0.013,0.974,1.953,-3.235,3.235
-0.088,0.086,0.981,2.136,-3.296,3.052
0.028,0.097,0.976,2.136,-3.357,3.113
0.014,0.015,0.973,2.136,-3.357,3.174
-0.092,0.063,0.981,2.075,-3.479,3.113
-0.004,0.109,0.978,2.075,-3.662,3.052
0.041,0.029,0.972,1.831,-3.357,3.113
-0.078,0.039,0.979,1.648,-3.296,3.296
-0.040,0.114,0.978,1.953,-3.418,3.174
0.053,0.054,0.973,2.014,-3.418,3.174
-0.046,0.018,0.977,2.075,-3.357,3.235
-0.077,0.100,0.982,2.136,-3.418,3.052
0.039,0.085,0.974,2.258,-3.296,3.052
0.002,0.012,0.974,2.136,-3.479,3.113
-0.091,0.066,0.979,2.014,-3.418,3.174
-0.005,0.112,0.976,2.014,-3.296,3.052
0.043,0.035,0.971,1.953,-3.357,3.174
-0.070,0.033,0.979,1.770,-3.235,3.113
-0.054,0.110,0.980,1.953,-3.357,3.113
0.050,0.066,0.971,2.136,-3.601,3.235
-0.031,0.013,0.976,2.319,-3.662,3.418
-0.088,0.089,0.982,2.136,-3.540,3.174
0.029,0.095,0.976,2.136,-3.601,2.930
0.012,0.015,0.974,2.014,-3.540,3.052
-0.092,0.064,0.982,1.770,-3.174,3.235
-0.002,0.111,0.978,1.770,-3.235,2.991
0.041,0.029,0.971,1.648,-3.174,3.052
-0.078,0.041,0.978,1.831,-3.479,3.235
-0.033,0.115,0.977,2.075,-3.479,2.991
0.051,0.047,0.972,2.136,-3.601,3.235
-0.058,0.023,0.980,2.258,-3.662,3.174
-0.065,0.106,0.983,2.319,-3.601,3.174
0.048,0.071,0.975,2.136,-3.235,3.113
-0.021,0.012,0.976,2.014,-3.174,3.174
-0.088,0.086,0.981,1.892,-3.357,3.113
0.026,0.098,0.973,1.831,-3.418,2.869
0.016,0.015,0.972,2.014,-3.601,2.991
-0.092,0.062,0.981,1.953,-3.601,3.174
-0.004,0.110,0.977,1.892,-3.479,3.113
0.038,0.028,0.972,2.075,-3.540,3.235
-0.083,0.043,0.979,2.136,-3.479,3.296
-0.027,0.114,0.978,2.075,-3.418,3.174
0.048,0.040,0.971,1.953,-3.235,3.174
-0.070,0.031,0.980,1.953,-3.479,3.174
-0.046,0.113,0.981,2.075,-3.479,2.991
0.053,0.053,0.973,2.075,-3.662,3.052
-0.057,0.024,0.978,1.953,-3.479,3.052
-0.060,0.112,0.981,1.953,-3.540,3.052
0.053,0.061,0.973,2.075,-3.540,2.991
-0.047,0.020,0.976,2.136,-3.174,3.052
-0.066,0.108,0.981,2.197,-3.174,3.052
0.053,0.065,0.972,2.258,-3.357,3.052
-0.042,0.015,0.976,2.197,-3.418,3.174
-0.070,0.104,0.981,2.197,-3.418,3.174
0.051,0.067,0.974,2.075,-3.296,3.113
-0.042,0.015,0.975,1.953,-3.418,3.113
-0.072,0.104,0.982,2.136,-3.296,3.174
0.049,0.068,0.974,1.953,-3.296,3.113
-0.041,0.016,0.977,1.892,-3.357,3.174
-0.072,0.105,0.982,2.075,-3.418,3.174
