aX,aY,aZ,gX,gY,gZ
0.051,0.069,0.973,2.136,-3.296,3.113
-0.038,0.016,0.975,1.953,-3.235,3.296
-0.071,0.104,0.981,2.136,-3.296,3.052
0.051,0.071,0.973,2.075,-3.296,2.991
-0.035,0.014,0.976,2.014,-3.296,3.296
-0.075,0.101,0.982,2.075,-3.479,3.296
0.048,0.075,0.974,2.014,-3.479,3.052
-0.030,0.013,0.974,1.892,-3.479,3.235
-0.080,0.099,0.982,2.075,-3.479,3.174
0.040,0.084,0.974,1.953,-3.418,3.052
0.024,0.024,0.973,1.953,-3.357,3.235
-0.036,0.021,0.976,2.075,-3.418,3.113
-0.058,0.033,0.978,2.197,-3.540,3.113
-0.056,0.034,0.978,2.197,-3.479,3.174
-0.034,0.027,0.977,2.136,-3.418,3.174
0.007,0.030,0.974,1.892,-3.418,3.113
0.027,0.064,0.974,1.892,-3.357,3.235
-0.024,0.096,0.977,1.770,-3.479,3.296
-0.061,0.058,0.979,1.831,-3.540,2.930
0.012,0.043,0.975,2.014,-3.601,2.991
-0.019,0.094,0.977,2.075,-3.479,3.418
-0.067,0.058,0.979,2.136,-3.540,2.991
-0.015,0.026,0.976,1.831,-3.479,3.052
0.028,0.045,0.974,2.014,-3.357,3.357
0.032,0.069,0.975,1.953,-3.296,3.174
0.024,0.083,0.974,1.831,-3.418,2.991
0.021,0.089,0.975,1.892,-3.357,3.052
0.029,0.083,0.974,1.953,-3.357,3.174
0.039,0.069,0.973,2.014,-3.601,3.235
0.041,0.045,0.973,1.892,-3.662,3.174
0.012,0.021,0.975,1.953,-3.540,3.174
-0.044,0.021,0.977,2.197,-3.662,3.296
-0.087,0.061,0.981,2.014,-3.540,3.235
-0.054,0.107,0.980,2.014,-3.418,3.235
0.028,0.092,0.975,1.831,-3.296,3.113
0.038,0.030,0.973,1.892,-3.479,3.113
-0.049,0.021,0.976,1.953,-3.418,3.113
-0.086,0.084,0.980,2.014,-3.540,3.174
-0.008,0.110,0.976,1.953,-3.601,3.113
0.049,0.054,0.974,2.014,-3.662,3.174
-0.016,0.014,0.976,2.075,-3.662,3.296
-0.089,0.062,0.981,2.075,-3.357,3.235
-0.038,0.112,0.978,2.014,-3.296,3.052
0.046,0.073,0.973,2.075,-3.418,3.113
0.009,0.016,0.974,2.014,-3.357,3.235
-0.081,0.046,0.981,1.953,-3.418,3.113
-0.056,0.108,0.981,2.014,-3.418,3.113
0.038,0.086,0.975,1.831,-3.601,3.052
0.022,0.020,0.973,1.831,-3.601,3.174
-0.075,0.037,0.980,1.892,-3.296,3.113
-0.066,0.105,0.980,1.892,-3.235,3.174
0.032,0.090,0.974,1.892,-3.418,3.052
0.028,0.023,0.972,2.197,-3.357,3.296
-0.071,0.034,0.979,2.075,-3.357,3.235
-0.067,0.103,0.982,1.892,-3.479,3.113
0.032,0.091,0.975,2.075,-3.418,3.052
0.027,0.022,0.973,2.075,-3.418,3.174
-0.074,0.036,0.979,1.953,-3.418,3.235
-0.067,0.105,0.980,2.014,-3.479,2.991
0.032,0.090,0.974,2.014,-3.540,3.052
0.025,0.022,0.972,2.136,-3.601,3.113
-0.072,0.036,0.979,2.136,-3.418,3.174
-0.064,0.106,0.979,1.831,-3.174,3.052
0.035,0.089,0.974,2.014,-3.357,3.174
0.025,0.021,0.972,2.136,-3.357,3.113
-0.074,0.035,0.980,2.197,-3.418,3.113
-0.068,0.103,0.983,2.197,-3.601,3.174
0.031,0.090,0.976,2.075,-3.662,3.235
0.028,0.023,0.973,1.831,-3.357,3.174
-0.070,0.033,0.978,1.831,-3.174,3.174
-0.070,0.102,0.980,2.014,-3.174,3.235
0.027,0.098,0.974,2.075,-3.235,3.113
0.034,0.027,0.973,2.075,-3.418,3.052
-0.066,0.030,0.979,2.197,-3.662,3.296
-0.076,0.098,0.983,2.319,-3.540,3.235
0.022,0.096,0.978,2.136,-3.479,3.113
0.033,0.027,0.974,2.197,-3.540,3.174
-0.063,0.027,0.979,1.953,-3.418,3.235
-0.076,0.098,0.982,1.831,-3.235,3.113
0.024,0.098,0.975,1.709,-3.296,3.052
0.036,0.027,0.973,1.831,-3.296,3.174
-0.062,0.029,0.976,1.953,-3.296,3.174
-0.075,0.098,0.980,1.892,-3.479,3.174
0.022,0.098,0.974,1.953,-3.479,3.113
0.035,0.029,0.972,2.258,-3.357,3.235
-0.060,0.025,0.980,2.197,-3.357,3.235
-0.080,0.093,0.982,2.197,-3.235,2.991
0.016,0.101,0.976,1.892,-3.235,2.991
0.042,0.034,0.972,1.831,-3.174,3.113
-0.051,0.023,0.976,1.892,-3.540,3.235
-0.084,0.089,0.980,1.953,-3.479,3.113
0.008,0.105,0.976,2.075,-3.418,3.174
0.044,0.040,0.973,2.014,-3.479,3.235
-0.046,0.019,0.978,1.892,-3.418,3.174
-0.088,0.084,0.981,2.075,-3.296,3.235
-0.001,0.108,0.976,2.014,-3.174,3.113
0.049,0.046,0.972,1.953,-3.113,3.113
-0.029,0.016,0.976,2.014,-3.296,3.296
-0.089,0.075,0.981,1.892,-3.357,3.174
-0.018,0.112,0.978,1.892,-3.418,3.113
0.050,0.058,0.974,1.831,-3.540,3.174
-0.015,0.015,0.975,1.831,-3.601,3.296
-0.089,0.064,0.981,2.075,-3.479,3.174
-0.034,0.113,0.978,2.136,-3.479,3.113
0.049,0.070,0.974,2.197,-3.418,3.052
0.001,0.015,0.973,2.075,-3.357,3.113
-0.085,0.053,0.979,2.319,-3.418,3.174
-0.045,0.110,0.979,2.319,-3.601,3.174
0.043,0.074,0.974,2.136,-3.662,3.174
0.008,0.015,0.973,1.892,-3.723,3.357
-0.085,0.047,0.980,2.075,-3.540,3.296
-0.054,0.110,0.980,2.014,-3.479,3.052
0.040,0.081,0.974,2.075,-3.235,3.113
0.015,0.018,0.973,1.831,-3.174,2.991
-0.078,0.043,0.980,1.953,-3.357,3.052
-0.057,0.108,0.980,2.014,-3.479,3.052
0.040,0.084,0.974,2.197,-3.723,3.235
0.016,0.016,0.974,2.136,-3.662,3.296
-0.082,0.044,0.979,2.075,-3.601,3.296
-0.054,0.109,0.980,2.197,-3.723,3.235
0.043,0.077,0.973,2.014,-3.479,3.113
0.006,0.015,0.974,2.014,-3.235,3.235
-0.086,0.054,0.981,1.953,-3.357,3.235
-0.039,0.113,0.978,2.014,-3.418,3.296
0.049,0.066,0.972,1.953,-3.357,3.296
-0.010,0.014,0.974,2.197,-3.357,3.357
-0.092,0.067,0.980,2.197,-3.662,3.357
-0.019,0.111,0.978,2.014,-3.662,3.235
0.050,0.051,0.973,2.014,-3.479,3.174
-0.034,0.015,0.976,2.136,-3.235,3.174
-0.089,0.083,0.981,1.953,-3.418,3.235
0.003,0.108,0.977,2.136,-3.418,3.052
0.046,0.039,0.972,2.014,-3.418,3.113
-0.051,0.023,0.977,1.953,-3.418,3.174
-0.082,0.093,0.982,2.075,-3.479,3.113
0.016,0.101,0.977,2.136,-3.540,3.174
0.037,0.030,0.973,2.075,-3.479,3.296
-0.062,0.028,0.979,1.892,-3.601,3.357
-0.074,0.100,0.981,1.953,-3.601,3.235
0.029,0.095,0.975,1.953,-3.418,3.235
0.029,0.023,0.973,2.197,-3.479,3.235
-0.070,0.035,0.980,2.075,-3.662,3.174
-0.080,0.086,0.981,2.075,-3.418,3.113
-0.050,0.104,0.979,2.197,-3.601,3.174
-0.038,0.103,0.978,2.197,-3.479,3.235
-0.048,0.099,0.979,2.075,-3.479,3.174
-0.068,0.082,0.979,2.014,-3.296,3.235
-0.060,0.047,0.979,2.197,-3.235,3.174
-0.004,0.030,0.975,2.014,-3.357,3.113
0.021,0.072,0.974,2.075,-3.418,3.235
-0.050,0.087,0.978,1.953,-3.418,3.113
-0.025,0.036,0.976,2.014,-3.418,2.747
0.014,0.080,0.975,2.014,-3.601,3.296
-0.067,0.075,0.979,2.197,-3.479,3.113
-0.022,0.029,0.977,2.014,-3.540,2.930
0.028,0.053,0.974,1.892,-3.296,3.113
0.010,0.090,0.976,2.258,-3.296,3.113
-0.032,0.101,0.978,2.136,-3.296,3.052
-0.062,0.093,0.978,2.136,-3.357,3.174
-0.072,0.082,0.980,2.136,-3.418,3.296
-0.077,0.075,0.980,2.014,-3.357,3.174
-0.077,0.074,0.980,1.892,-3.418,3.296
-0.078,0.080,0.981,2.075,-3.418,3.235
-0.074,0.090,0.979,2.136,-3.540,3.235
-0.057,0.100,0.980,2.197,-3.601,3.113
-0.029,0.107,0.979,2.136,-3.540,3.174
0.010,0.100,0.977,2.136,-3.418,3.113
0.039,0.075,0.974,2.014,-3.357,3.235
0.040,0.039,0.972,2.075,-3.479,3.235
-0.001,0.017,0.974,1.892,-3.418,3.113
-0.060,0.030,0.979,2.014,-3.540,3.174
-0.086,0.072,0.981,2.136,-3.601,3.113
-0.047,0.108,0.979,2.197,-3.662,3.235
0.025,0.095,0.975,1.953,-3.418,3.174
0.044,0.042,0.973,1.892,-3.296,3.174
-0.018,0.016,0.975,2.075,-3.357,3.235
-0.084,0.053,0.981,2.014,-3.723,3.296
-0.058,0.106,0.980,1.892,-3.540,3.174
0.026,0.095,0.975,2.014,-3.479,3.174
0.042,0.035,0.973,2.136,-3.540,3.174
-0.038,0.017,0.978,2.197,-3.540,3.174
-0.090,0.071,0.983,2.136,-3.662,3.174
-0.029,0.111,0.980,2.136,-3.479,3.174
0.046,0.070,0.972,2.136,-3.723,3.174
0.010,0.016,0.972,2.014,-3.418,3.235
-0.078,0.043,0.979,1.953,-3.235,3.113
-0.062,0.106,0.980,2.197,-3.479,3.235
0.030,0.094,0.974,2.197,-3.601,3.174
0.034,0.029,0.974,2.075,-3.601,3.296
-0.060,0.026,0.979,2.136,-3.723,3.296
-0.083,0.092,0.982,2.136,-3.540,3.174
0.008,0.104,0.976,2.197,-3.662,3.174
0.044,0.038,0.973,2.075,-3.418,3.113
-0.043,0.019,0.977,2.014,-3.174,3.174
-0.086,0.084,0.980,1.953,-3.418,3.113
0.004,0.108,0.976,2.014,-3.418,3.052
0.047,0.042,0.970,2.075,-3.662,3.235
-0.045,0.021,0.976,2.075,-3.723,3.113
-0.086,0.088,0.980,2.197,-3.784,3.113
0.007,0.104,0.978,2.380,-3.845,3.113
0.043,0.037,0.975,2.319,-3.723,3.174
-0.047,0.019,0.979,2.197,-3.479,3.296
-0.085,0.086,0.982,2.014,-3.296,3.174
0.005,0.107,0.977,1.892,-3.357,3.052
0.047,0.042,0.972,2.014,-3.357,3.174
-0.037,0.018,0.975,2.014,-3.540,3.296
-0.089,0.079,0.979,1.953,-3.723,3.174
-0.011,0.110,0.977,2.014,-3.601,3.174
0.048,0.052,0.973,1.953,-3.723,3.296
-0.023,0.014,0.976,1.953,-3.479,3.296
-0.091,0.069,0.980,1.953,-3.174,3.235
-0.024,0.112,0.977,1.953,-3.357,3.113
0.051,0.061,0.972,2.014,-3.296,3.052
-0.010,0.014,0.976,1.831,-3.540,3.235
-0.090,0.063,0.981,1.892,-3.723,3.235
-0.032,0.112,0.980,1.892,-3.906,3.113
0.049,0.067,0.974,1.892,-3.906,3.235
-0.004,0.015,0.975,1.953,-3.723,3.296
-0.087,0.057,0.980,2.075,-3.479,3.357
-0.039,0.112,0.979,2.136,-3.174,3.357
0.048,0.071,0.972,2.197,-3.479,3.174
0.003,0.013,0.975,2.258,-3.601,3.235
-0.086,0.053,0.982,2.075,-3.662,3.174
-0.045,0.110,0.980,2.014,-3.845,3.113
0.045,0.073,0.974,2.014,-3.784,3.113
0.004,0.014,0.974,1.953,-3.662,3.357
-0.087,0.051,0.981,2.075,-3.723,3.235
-0.047,0.113,0.980,1.892,-3.357,3.235
0.046,0.075,0.973,2.014,-3.357,3.174
0.004,0.015,0.973,2.075,-3.357,3.296
-0.088,0.057,0.980,2.258,-3.540,3.235
-0.032,0.113,0.979,2.380,-3.540,3.174
0.049,0.059,0.973,2.136,-3.540,3.174
-0.027,0.014,0.976,2.014,-3.662,3.357
-0.091,0.079,0.982,1.953,-3.540,3.296
0.005,0.107,0.978,1.831,-3.479,3.113
0.041,0.033,0.971,2.014,-3.540,3.113
-0.063,0.028,0.978,1.892,-3.357,3.235
-0.069,0.104,0.981,2.075,-3.296,3.235
0.038,0.086,0.974,2.197,-3.540,3.174
0.011,0.015,0.974,2.075,-3.601,3.296
-0.090,0.055,0.982,2.136,-3.540,3.296
-0.029,0.112,0.979,2.197,-3.296,3.113
0.051,0.052,0.973,1.892,-3.357,3.052
-0.038,0.015,0.977,1.770,-3.357,3.174
-0.084,0.089,0.981,2.014,-3.418,3.174
0.022,0.100,0.974,2.075,-3.601,3.113
0.031,0.024,0.972,2.014,-3.418,3.174
-0.080,0.041,0.980,2.014,-3.723,3.296
-0.051,0.111,0.980,2.136,-3.601,3.174
0.049,0.068,0.973,2.075,-3.540,3.113
-0.014,0.013,0.975,2.136,-3.418,3.052
-0.091,0.074,0.981,2.197,-3.418,3.113
-0.002,0.110,0.977,2.075,-3.418,2.991
0.046,0.036,0.971,2.014,-3.479,3.235
-0.062,0.027,0.978,2.075,-3.540,3.296
-0.070,0.104,0.981,2.136,-3.662,3.113
0.039,0.085,0.974,2.075,-3.601,3.174
0.010,0.015,0.973,2.197,-3.662,3.296
-0.088,0.054,0.980,2.197,-3.601,3.235
-0.036,0.112,0.978,2.136,-3.479,3.174
0.050,0.062,0.971,2.197,-3.418,3.235
-0.016,0.012,0.976,2.075,-3.479,3.235
-0.091,0.069,0.982,2.014,-3.235,3.113
-0.016,0.112,0.979,2.136,-3.479,3.052
0.051,0.052,0.972,1.953,-3.357,3.113
-0.027,0.016,0.974,1.770,-3.418,3.235
-0.090,0.076,0.981,1.892,-3.540,3.235
-0.010,0.111,0.976,2.014,-3.540,3.113
0.049,0.048,0.973,2.014,-3.418,3.174
-0.032,0.016,0.977,1.953,-3.540,3.357
-0.089,0.077,0.980,2.197,-3.357,3.235
-0.008,0.110,0.978,1.953,-3.601,3.113
0.049,0.049,0.973,2.075,-3.479,3.113
-0.005,0.018,0.975,2.075,-3.601,3.235
-0.050,0.028,0.977,2.136,-3.601,3.357
-0.059,0.036,0.977,2.014,-3.540,3.296
-0.049,0.033,0.977,1.953,-3.662,3.296
-0.019,0.026,0.975,2.075,-3.418,3.235
0.021,0.039,0.973,2.136,-3.479,3.174
0.018,0.080,0.974,2.136,-3.296,3.418
-0.049,0.090,0.978,2.258,-3.235,3.235
-0.042,0.040,0.978,2.258,-3.479,3.052
0.021,0.060,0.974,2.136,-3.601,3.357
-0.052,0.083,0.979,1.953,-3.479,3.357
-0.020,0.032,0.976,1.892,-3.784,2.869
0.026,0.066,0.975,1.953,-3.479,3.357
-0.028,0.098,0.977,2.075,-3.418,3.174
-0.072,0.075,0.980,2.075,-3.296,3.113
-0.062,0.044,0.979,1.892,-3.418,3.174
-0.037,0.028,0.977,2.014,-3.296,3.113
-0.016,0.022,0.975,2.197,-3.479,3.113
-0.007,0.021,0.975,2.075,-3.479,3.174
-0.008,0.020,0.975,1.892,-3.357,3.296
-0.018,0.021,0.977,2.014,-3.418,3.174
-0.038,0.023,0.977,2.014,-3.418,3.174
-0.062,0.034,0.978,1.953,-3.479,3.296
-0.081,0.057,0.979,2.014,-3.418,3.235
-0.079,0.085,0.981,1.953,-3.357,3.174
-0.046,0.107,0.981,2.380,-3.479,3.174
0.008,0.103,0.976,2.319,-3.601,3.235
0.044,0.067,0.973,2.197,-3.357,3.174
0.027,0.027,0.972,2.014,-3.235,3.174
-0.037,0.020,0.976,1.831,-3.296,3.174
-0.085,0.060,0.979,1.953,-3.479,3.296
-0.057,0.105,0.978,2.014,-3.723,3.113
0.017,0.100,0.974,2.136,-3.906,3.052
0.045,0.046,0.974,2.075,-3.845,3.235
-0.015,0.015,0.976,2.319,-3.540,3.235
-0.085,0.049,0.981,2.136,-3.540,3.174
-0.066,0.103,0.982,1.953,-3.296,3.113
0.017,0.100,0.976,1.831,-3.235,3.235
0.046,0.043,0.972,1.709,-3.113,3.174
-0.023,0.016,0.976,1.953,-3.296,3.296
-0.087,0.062,0.979,2.014,-3.357,3.296
-0.046,0.111,0.978,2.075,-3.418,3.113
0.037,0.085,0.973,2.075,-3.601,3.113
0.029,0.024,0.974,2.258,-3.662,3.174
-0.059,0.024,0.979,2.380,-3.418,3.235
-0.085,0.085,0.983,2.258,-3.296,3.235
-0.008,0.109,0.978,2.014,-3.052,3.113
0.049,0.058,0.973,2.014,-3.113,3.113
-0.004,0.014,0.973,1.953,-3.235,3.235
-0.082,0.050,0.979,2.136,-3.418,3.296
-0.059,0.106,0.979,2.014,-3.601,3.235
0.030,0.092,0.975,2.136,-3.662,3.296
0.034,0.029,0.972,2.136,-3.723,3.296
-0.053,0.022,0.978,2.136,-3.601,3.296
-0.086,0.084,0.981,2.136,-3.418,3.174
-0.007,0.109,0.976,2.075,-3.235,3.052
0.051,0.055,0.973,1.953,-3.418,3.174
-0.011,0.015,0.975,2.014,-3.418,3.235
-0.087,0.058,0.982,2.014,-3.296,3.235
-0.047,0.110,0.979,2.075,-3.418,3.296
0.039,0.083,0.974,2.136,-3.662,3.235
0.021,0.021,0.972,2.136,-3.601,3.235
-0.069,0.035,0.979,2.197,-3.540,3.235
-0.075,0.098,0.980,2.197,-3.357,3.113
0.016,0.101,0.976,2.136,-3.357,3.174
0.045,0.038,0.972,1.892,-3.235,3.113
-0.037,0.017,0.977,2.075,-3.418,3.235
-0.089,0.073,0.980,2.136,-3.662,3.296
-0.025,0.111,0.979,1.953,-3.784,3.235
0.046,0.065,0.974,1.892,-3.723,3.235
-0.001,0.015,0.976,1.770,-3.662,3.235
-0.085,0.050,0.981,1.892,-3.296,3.174
-0.055,0.109,0.979,2.075,-3.235,3.296
0.038,0.087,0.974,2.075,-3.357,3.296
0.025,0.021,0.972,2.136,-3.540,3.174
-0.070,0.033,0.979,2.197,-3.723,3.174
-0.072,0.099,0.981,2.075,-3.723,3.296
0.024,0.096,0.975,2.014,-3.601,3.296
0.036,0.030,0.974,2.136,-3.540,3.235
-0.057,0.024,0.978,1.770,-3.479,3.235
-0.083,0.092,0.980,1.892,-3.357,3.174
0.009,0.106,0.976,2.075,-3.296,3.174
0.046,0.039,0.972,1.770,-3.479,3.235
-0.042,0.018,0.977,2.075,-3.357,3.235
-0.088,0.083,0.983,2.380,-3.540,3.235
-0.001,0.108,0.977,2.319,-3.662,3.174
0.048,0.042,0.971,2.136,-3.662,3.418
-0.044,0.018,0.976,2.014,-3.601,3.357
-0.086,0.086,0.981,1.953,-3.601,3.174
0.006,0.107,0.976,2.136,-3.601,3.113
0.045,0.039,0.972,1.892,-3.784,3.113
-0.047,0.020,0.977,2.014,-3.540,3.296
-0.086,0.086,0.982,2.136,-3.418,3.235
0.000,0.109,0.977,2.136,-3.479,3.113
0.047,0.044,0.973,2.075,-3.601,3.174
-0.037,0.017,0.977,1.953,-3.540,3.296
-0.089,0.078,0.982,2.075,-3.601,3.174
-0.008,0.110,0.978,2.075,-3.601,3.235
0.050,0.050,0.973,2.136,-3.662,3.174
-0.026,0.015,0.976,2.075,-3.601,3.296
-0.090,0.072,0.981,2.014,-3.601,3.296
-0.020,0.112,0.977,2.014,-3.662,3.235
0.050,0.058,0.973,2.136,-3.662,3.235
-0.016,0.013,0.975,2.075,-3.906,3.357
-0.091,0.064,0.980,2.197,-3.723,3.418
-0.029,0.112,0.979,2.258,-3.723,3.296
0.049,0.064,0.974,2.075,-3.540,3.235
-0.009,0.013,0.974,1.831,-3.296,3.296
-0.089,0.061,0.980,1.892,-3.357,3.235
-0.035,0.112,0.979,2.014,-3.662,3.235
0.048,0.067,0.973,2.136,-3.723,3.235
-0.003,0.014,0.975,2.136,-3.784,3.418
-0.088,0.056,0.981,2.014,-3.723,3.357
-0.042,0.112,0.979,2.014,-3.601,3.235
0.045,0.073,0.973,2.014,-3.418,3.113
0.007,0.016,0.974,1.892,-3.479,3.174
-0.083,0.048,0.979,2.075,-3.601,3.174
-0.054,0.109,0.980,2.136,-3.662,3.113
0.037,0.084,0.975,2.075,-3.784,3.235
0.022,0.020,0.974,1.831,-3.723,3.113
-0.072,0.033,0.980,1.953,-3.601,3.235
-0.073,0.099,0.981,2.136,-3.601,3.174
0.021,0.099,0.975,2.075,-3.296,3.174
0.039,0.033,0.973,2.136,-3.418,3.296
-0.049,0.023,0.977,2.014,-3.479,3.174
-0.086,0.084,0.981,1.892,-3.723,3.113
-0.006,0.110,0.977,2.136,-3.601,3.174
0.048,0.053,0.973,2.258,-3.723,3.174
-0.016,0.014,0.975,2.197,-3.601,3.235
-0.087,0.058,0.981,2.197,-3.662,3.296
-0.049,0.110,0.978,2.136,-3.418,3.174
0.037,0.085,0.974,2.014,-3.296,3.235
0.039,0.037,0.974,2.197,-3.357,3.235
0.006,0.023,0.974,2.136,-3.540,3.174
-0.005,0.022,0.976,2.197,-3.662,3.235
0.007,0.027,0.974,2.014,-3.418,3.052
0.026,0.044,0.975,1.953,-3.540,3.235
0.020,0.080,0.974,1.892,-3.479,3.296
-0.037,0.096,0.977,2.136,-3.296,3.113
-0.060,0.053,0.978,2.136,-3.296,3.052
0.013,0.041,0.974,2.136,-3.479,3.113
-0.015,0.091,0.976,2.136,-3.540,3.540
-0.050,0.043,0.980,2.258,-3.662,3.052
0.024,0.060,0.976,2.197,-4.028,3.357
-0.046,0.092,0.981,2.197,-3.418,3.357
-0.058,0.045,0.978,2.014,-3.662,3.052
0.002,0.030,0.974,2.014,-3.479,3.296
0.033,0.059,0.973,1.709,-3.296,3.357
0.016,0.089,0.975,1.831,-3.540,3.296
-0.016,0.103,0.977,1.892,-3.601,3.174
-0.040,0.102,0.979,2.075,-3.662,3.174
-0.055,0.098,0.980,2.136,-3.662,3.357
-0.058,0.097,0.979,2.258,-3.784,3.296
-0.053,0.101,0.980,2.319,-3.662,3.235
-0.038,0.106,0.979,1.953,-3.540,3.235
-0.013,0.106,0.978,1.648,-3.479,3.235
0.014,0.097,0.977,1.831,-3.418,3.296
0.039,0.076,0.974,1.892,-3.357,3.235
0.043,0.048,0.973,1.892,-3.601,3.174
0.017,0.023,0.973,2.075,-3.723,3.113
-0.034,0.020,0.975,2.319,-3.967,3.296
-0.078,0.044,0.980,2.319,-3.906,3.296
-0.081,0.085,0.982,2.319,-3.784,3.235
-0.034,0.108,0.979,2.014,-3.479,3.174
0.027,0.091,0.977,1.953,-3.357,3.174
0.044,0.047,0.973,2.014,-3.479,3.235
-0.001,0.017,0.974,2.014,-3.479,3.235
-0.069,0.036,0.977,2.075,-3.723,3.357
-0.084,0.084,0.981,2.014,-3.967,3.357
-0.027,0.110,0.978,2.014,-3.845,3.296
0.038,0.080,0.974,2.075,-3.601,3.418
0.031,0.029,0.974,2.075,-3.418,3.174
-0.040,0.019,0.976,2.014,-3.357,3.235
-0.086,0.065,0.980,2.014,-3.418,3.113
-0.047,0.108,0.979,2.075,-3.601,3.113
0.028,0.093,0.974,1.770,-3.540,3.113
0.039,0.037,0.973,1.770,-3.723,3.357
-0.031,0.017,0.977,1.953,-3.601,3.235
-0.089,0.061,0.981,1.770,-3.540,3.174
-0.052,0.109,0.978,1.892,-3.662,3.296
0.030,0.092,0.974,2.197,-3.357,3.296
0.040,0.033,0.972,2.441,-3.357,3.235
-0.036,0.019,0.976,2.258,-3.296,3.113
-0.087,0.069,0.981,2.197,-3.601,3.235
-0.035,0.110,0.978,2.136,-3.662,3.174
0.040,0.078,0.974,1.953,-3.784,3.235
0.023,0.023,0.974,1.953,-3.845,3.174
-0.061,0.027,0.979,1.892,-3.662,3.174
-0.086,0.086,0.982,1.831,-3.601,3.174
-0.012,0.110,0.978,1.953,-3.540,3.113
0.047,0.064,0.974,2.075,-3.479,3.174
0.005,0.017,0.974,2.197,-3.479,3.357
-0.075,0.041,0.980,2.258,-3.418,3.235
-0.071,0.098,0.980,2.014,-3.601,3.235
0.010,0.102,0.976,1.953,-3.662,3.174
0.046,0.045,0.974,2.014,-3.784,3.174
-0.020,0.014,0.976,1.953,-3.723,3.357
-0.088,0.057,0.981,1.892,-3.540,3.296
-0.054,0.109,0.980,1.587,-3.418,3.296
0.030,0.092,0.974,1.892,-3.601,3.174
0.037,0.033,0.973,1.953,-3.601,3.235
-0.042,0.020,0.976,2.075,-3.662,3.235
-0.088,0.073,0.979,2.075,-3.723,3.174
-0.032,0.111,0.979,2.258,-3.723,3.174
0.042,0.077,0.975,2.197,-3.662,3.113
0.023,0.021,0.973,1.892,-3.723,3.235
-0.061,0.027,0.978,1.892,-3.540,3.174
-0.084,0.087,0.980,1.831,-3.540,3.113
-0.010,0.110,0.977,1.770,-3.540,3.235
0.049,0.062,0.974,1.953,-3.723,3.296
0.002,0.016,0.974,2.014,-3.540,3.357
-0.078,0.043,0.979,1.770,-3.418,3.296
-0.071,0.101,0.980,1.953,-3.479,3.174
0.015,0.100,0.977,2.197,-3.601,3.174
0.046,0.042,0.972,2.258,-3.601,3.235
-0.025,0.016,0.975,2.197,-3.540,3.357
-0.089,0.060,0.980,2.136,-3.479,3.235
-0.047,0.110,0.980,2.014,-3.540,3.174
0.035,0.087,0.974,2.075,-3.479,3.113
0.034,0.029,0.972,2.136,-3.723,3.235
-0.049,0.023,0.977,2.075,-3.784,3.357
-0.088,0.079,0.981,2.136,-3.723,3.296
-0.023,0.111,0.979,2.258,-3.845,3.052
0.045,0.070,0.974,2.319,-3.601,3.235
0.015,0.018,0.973,2.197,-3.479,3.235
-0.068,0.034,0.979,2.014,-3.479,3.174
-0.078,0.093,0.980,2.258,-3.662,3.235
0.001,0.106,0.977,2.075,-3.784,3.296
0.049,0.053,0.973,2.075,-3.662,3.235
-0.010,0.015,0.975,1.892,-3.662,3.235
-0.084,0.052,0.982,2.075,-3.723,3.235
-0.061,0.106,0.981,2.014,-3.784,3.113
0.024,0.094,0.976,2.075,-3.601,3.174
0.041,0.036,0.974,2.075,-3.357,3.296
-0.036,0.018,0.976,1.953,-3.357,3.174
-0.088,0.068,0.981,1.709,-3.601,3.174
-0.040,0.110,0.978,2.014,-3.723,3.235
0.038,0.082,0.973,1.892,-3.601,3.235
0.028,0.025,0.973,1.953,-3.662,3.235
-0.054,0.025,0.978,1.770,-3.601,3.296
-0.088,0.081,0.981,1.892,-3.662,3.235
-0.022,0.111,0.978,2.014,-3.662,3.235
0.046,0.072,0.973,2.014,-3.601,3.113
0.018,0.020,0.974,2.136,-3.540,3.235
-0.063,0.031,0.979,2.319,-3.540,3.235
-0.082,0.088,0.981,2.075,-3.540,3.296
-0.011,0.110,0.977,2.075,-3.723,3.113
0.047,0.064,0.973,2.136,-3.784,3.174
0.008,0.017,0.973,2.197,-3.662,3.235
-0.073,0.037,0.979,1.953,-3.479,3.235
-0.076,0.095,0.980,1.892,-3.479,3.174
0.003,0.107,0.976,2.075,-3.479,3.113
0.049,0.054,0.973,1.953,-3.662,3.113
-0.008,0.015,0.974,2.014,-3.662,3.174
-0.083,0.049,0.980,1.892,-3.601,3.174
-0.064,0.105,0.980,1.953,-3.479,3.174
0.020,0.097,0.975,2.075,-3.723,3.235
0.042,0.038,0.973,2.075,-3.662,3.174
-0.030,0.015,0.978,2.075,-3.601,3.235
-0.089,0.063,0.983,1.953,-3.479,3.296
-0.046,0.110,0.979,1.953,-3.540,3.174
0.036,0.087,0.973,1.831,-3.235,2.991
0.036,0.030,0.971,1.953,-3.540,3.235
-0.045,0.022,0.976,2.014,-3.601,3.296
-0.086,0.066,0.980,2.014,-3.723,3.296
-0.072,0.091,0.980,2.014,-3.906,3.174
-0.064,0.095,0.981,2.075,-3.967,3.235
-0.069,0.087,0.980,2.258,-3.784,3.296
-0.074,0.064,0.981,2.014,-3.723,3.174
-0.044,0.034,0.979,2.075,-3.784,3.174
0.015,0.037,0.975,1.892,-3.540,3.296
0.010,0.084,0.976,1.953,-3.479,3.296
