aX,aY,aZ,gX,gY,gZ
-0.534,-0.200,2.530,-44.189,4.578,-45.410
-0.359,-0.180,2.261,-61.340,-6.714,-57.312
-0.210,-0.170,2.015,-72.571,-21.240,-61.890
-0.064,-0.154,1.791,-79.285,-34.912,-64.087
0.055,-0.116,1.576,-86.243,-47.791,-63.110
0.206,-0.076,1.379,-94.360,-59.814,-57.983
0.341,-0.033,1.216,-102.966,-78.918,-47.791
0.263,0.044,0.996,-114.136,-106.506,-28.687
0.176,0.041,0.875,-114.319,-124.146,-15.259
0.106,0.068,0.743,-112.061,-127.991,-14.954
0.072,0.088,0.564,-110.596,-122.803,-18.066
0.122,0.076,0.436,-103.760,-112.061,-23.010
0.155,0.092,0.315,-97.778,-103.760,-29.419
0.165,0.127,0.181,-93.506,-96.619,-33.630
0.179,0.158,0.078,-85.144,-85.693,-35.461
0.204,0.177,0.002,-73.975,-70.801,-35.400
0.225,0.196,-0.060,-63.232,-55.481,-32.471
0.204,0.207,-0.116,-54.382,-41.748,-28.503
0.180,0.218,-0.172,-47.363,-27.466,-25.574
0.161,0.211,-0.242,-41.382,-11.536,-22.156
0.148,0.182,-0.330,-36.316,4.333,-18.127
0.159,0.148,-0.436,-32.349,20.874,-14.587
0.192,0.113,-0.554,-27.039,37.720,-11.719
0.227,0.085,-0.658,-16.785,55.481,-7.690
0.229,0.050,-0.703,2.075,73.364,-1.526
0.246,-0.006,-0.654,29.419,91.064,5.981
0.306,-0.020,-0.532,60.059,106.323,11.597
0.350,-0.042,-0.356,92.163,113.403,20.508
0.369,-0.065,-0.116,125.000,108.521,34.668
0.303,-0.101,0.160,156.982,91.736,52.979
0.205,-0.128,0.515,187.073,68.909,71.228
0.044,-0.170,0.896,209.717,46.143,85.510
-0.138,-0.203,1.315,224.243,28.381,96.069
-0.297,-0.208,1.810,230.835,18.738,104.187
-0.435,-0.176,2.356,228.943,15.198,106.873
-0.588,-0.123,2.868,209.534,16.113,100.952
-0.713,-0.073,3.224,169.128,22.705,86.365
-0.821,-0.057,3.365,114.258,33.203,64.331
-0.897,-0.083,3.337,57.434,41.931,35.339
-0.935,-0.138,3.187,7.935,44.067,5.432
-0.930,-0.155,2.987,-28.137,37.292,-20.447
-0.816,-0.167,2.767,-51.392,24.963,-43.213
-0.629,-0.155,2.537,-67.444,8.545,-61.096
-0.396,-0.128,2.301,-78.369,-8.545,-72.693
-0.119,-0.084,2.068,-85.144,-24.475,-79.285
0.093,-0.033,1.834,-91.309,-38.818,-79.041
0.268,0.007,1.626,-96.191,-49.377,-73.730
0.409,0.046,1.443,-101.135,-60.242,-63.477
0.445,0.080,1.267,-105.835,-77.637,-46.326
0.381,0.087,1.130,-109.070,-96.985,-27.588
0.266,0.084,1.012,-111.511,-112.122,-13.977
0.160,0.076,0.882,-114.258,-119.324,-7.874
0.104,0.065,0.717,-115.601,-118.408,-7.812
0.092,0.057,0.526,-113.953,-112.427,-11.414
0.112,0.056,0.362,-107.849,-104.065,-16.968
0.122,0.080,0.197,-99.243,-94.971,-21.240
0.145,0.092,0.061,-87.341,-83.557,-24.048
0.161,0.100,-0.051,-75.500,-71.716,-23.987
0.162,0.093,-0.156,-66.406,-61.279,-21.484
0.127,0.086,-0.268,-59.875,-53.162,-17.517
0.078,0.086,-0.390,-52.673,-43.640,-14.038
0.036,0.058,-0.514,-41.565,-29.053,-11.230
0.022,0.010,-0.623,-27.893,-9.399,-9.094
0.003,-0.035,-0.715,-14.526,11.597,-6.897
0.042,-0.053,-0.751,0.671,36.438,-6.104
0.114,-0.047,-0.727,20.325,61.523,-5.066
0.188,-0.051,-0.655,45.410,80.627,-1.099
0.248,-0.073,-0.512,73.914,90.698,7.507
0.273,-0.080,-0.322,101.868,91.431,19.775
0.269,-0.078,-0.061,127.869,84.839,34.241
0.230,-0.068,0.212,148.010,73.914,49.377
0.136,-0.087,0.491,159.851,63.721,64.270
0.038,-0.094,0.778,163.391,59.631,74.280
-0.019,-0.095,1.070,159.973,63.965,78.003
-0.026,-0.070,1.327,150.024,75.012,75.928
-0.027,-0.067,1.579,139.771,86.243,72.205
-0.090,-0.073,1.865,133.789,90.393,69.214
-0.251,-0.093,2.195,130.798,82.642,69.641
-0.485,-0.109,2.516,125.427,65.247,72.021
-0.723,-0.107,2.798,112.244,43.640,69.458
-0.888,-0.087,3.009,90.637,26.062,57.007
-0.931,-0.049,3.100,60.913,15.198,35.828
-0.849,-0.021,3.066,26.917,7.874,10.559
-0.705,-0.001,2.938,-6.226,0.671,-12.329
-0.566,0.013,2.761,-33.875,-8.850,-29.846
-0.464,0.018,2.555,-56.213,-18.066,-42.603
-0.323,-0.004,2.334,-73.669,-21.912,-54.871
-0.161,-0.029,2.093,-88.562,-24.780,-65.674
-0.016,-0.020,1.845,-102.051,-31.311,-70.557
0.144,-0.011,1.607,-111.694,-39.001,-69.153
0.291,0.008,1.387,-118.958,-49.683,-62.195
0.361,0.045,1.196,-124.756,-66.467,-48.218
0.322,0.067,1.028,-126.953,-85.999,-30.823
0.276,0.052,0.940,-126.526,-100.952,-17.761
0.188,0.087,0.796,-128.601,-111.206,-10.864
0.120,0.080,0.645,-128.418,-113.159,-8.301
0.108,0.055,0.532,-124.268,-107.849,-12.268
0.072,0.076,0.383,-123.779,-101.868,-18.311
0.051,0.101,0.245,-119.873,-92.590,-21.667
0.063,0.116,0.125,-110.657,-79.834,-24.292
0.060,0.118,0.011,-100.525,-67.017,-26.184
0.071,0.109,-0.114,-91.553,-55.603,-27.222
0.087,0.101,-0.253,-83.862,-45.654,-26.428
0.099,0.097,-0.408,-74.219,-36.255,-23.499
0.109,0.098,-0.560,-60.852,-23.132,-20.752
0.153,0.066,-0.675,-42.908,-5.066,-18.250
0.162,0.036,-0.785,-23.804,12.817,-13.550
0.139,-0.002,-0.837,-2.930,31.494,-6.897
0.142,-0.046,-0.818,20.264,53.772,-1.587
0.190,-0.046,-0.744,45.349,78.064,3.235
0.263,-0.030,-0.593,71.899,100.098,8.179
0.365,-0.006,-0.379,99.304,115.967,14.099
0.431,0.004,-0.132,125.244,121.277,24.048
0.424,0.017,0.170,147.034,114.807,39.429
0.335,-0.003,0.468,160.522,102.722,56.763
0.229,-0.030,0.762,167.175,93.994,72.449
0.142,-0.031,1.056,169.434,89.600,81.604
0.061,-0.041,1.381,170.166,87.280,85.876
-0.023,-0.033,1.737,170.044,83.313,89.172
-0.161,-0.023,2.121,166.748,76.233,91.736
-0.361,-0.021,2.486,157.104,67.200,91.125
-0.537,-0.021,2.772,138.306,59.021,84.167
-0.646,-0.007,2.944,109.924,52.856,68.726
-0.685,0.004,2.989,74.829,47.729,47.607
-0.671,0.011,2.936,40.039,41.992,24.902
-0.612,-0.000,2.816,10.986,33.386,3.906
-0.532,-0.017,2.671,-11.475,20.325,-11.963
-0.488,-0.048,2.482,-30.273,5.859,-23.682
-0.370,-0.073,2.252,-46.448,-4.089,-35.522
-0.235,-0.097,2.016,-58.838,-12.451,-46.082
-0.094,-0.110,1.792,-67.810,-22.339,-52.368
0.063,-0.098,1.596,-74.158,-33.142,-54.077
0.184,-0.057,1.410,-79.956,-47.668,-49.866
0.251,-0.026,1.269,-84.106,-65.552,-40.466
0.266,-0.009,1.173,-88.562,-85.999,-28.809
0.172,0.046,1.043,-96.741,-106.445,-16.907
0.052,0.053,0.917,-100.525,-117.188,-9.888
-0.009,0.023,0.785,-100.525,-115.845,-11.963
-0.017,0.017,0.625,-101.868,-109.436,-19.958
0.009,0.034,0.450,-101.929,-101.318,-29.236
0.044,0.056,0.295,-96.558,-92.651,-36.133
0.097,0.082,0.162,-87.036,-82.581,-40.771
0.143,0.111,0.045,-75.745,-73.425,-41.809
0.160,0.134,-0.034,-62.378,-65.857,-39.001
0.171,0.150,-0.083,-48.096,-58.716,-33.875
0.161,0.165,-0.119,-35.522,-51.270,-28.137
0.166,0.172,-0.165,-24.597,-41.626,-22.766
0.188,0.174,-0.231,-15.137,-28.625,-18.066
0.189,0.158,-0.313,-6.592,-12.512,-13.123
0.202,0.126,-0.391,2.075,9.216,-8.423
0.246,0.112,-0.441,11.597,36.682,-5.127
0.298,0.095,-0.473,24.963,65.796,-1.892
0.358,0.057,-0.445,44.006,92.102,3.723
0.435,0.043,-0.356,67.749,110.840,10.803
0.494,0.014,-0.225,95.215,117.676,21.240
0.501,-0.034,-0.015,126.709,110.596,36.865
0.427,-0.064,0.248,158.081,92.163,57.556
0.269,-0.132,0.559,184.143,69.824,78.857
0.088,-0.180,0.978,203.491,52.612,95.154
-0.108,-0.203,1.444,212.952,44.617,103.271
-0.244,-0.186,1.891,209.106,46.143,102.844
-0.316,-0.145,2.276,192.749,50.354,96.802
-0.422,-0.139,2.591,168.213,51.086,87.402
-0.586,-0.170,2.806,136.780,46.814,75.745
-0.742,-0.214,2.876,99.548,40.710,59.509
-0.805,-0.254,2.833,60.974,35.095,37.109
-0.768,-0.279,2.712,27.832,29.541,11.169
-0.683,-0.290,2.564,3.174,21.851,-12.756
-0.588,-0.286,2.392,-14.038,13.794,-32.593
-0.472,-0.283,2.215,-25.940,6.958,-49.927
-0.310,-0.273,2.026,-35.339,-1.404,-64.514
-0.137,-0.243,1.854,-41.931,-13.428,-71.655
0.096,-0.193,1.731,-46.570,-31.982,-70.862
0.196,-0.138,1.591,-53.650,-61.401,-59.326
0.158,-0.051,1.490,-61.218,-94.238,-46.143
0.111,-0.003,1.412,-66.040,-113.525,-39.917
0.056,0.028,1.306,-70.679,-118.408,-38.086
0.067,0.022,1.205,-75.684,-113.525,-40.405
0.090,0.036,1.066,-83.252,-107.117,-44.983
0.093,0.052,0.907,-89.844,-103.210,-48.157
0.108,0.047,0.757,-91.064,-98.877,-49.316
0.143,0.041,0.609,-90.515,-93.750,-51.025
0.167,0.056,0.468,-90.820,-89.355,-51.819
0.174,0.078,0.334,-88.867,-85.571,-49.561
0.177,0.099,0.218,-83.557,-80.139,-45.044
0.176,0.116,0.120,-75.684,-73.547,-39.307
0.168,0.134,0.017,-66.711,-65.674,-33.813
0.164,0.156,-0.063,-56.824,-56.213,-28.198
0.161,0.170,-0.131,-46.143,-45.288,-23.071
0.157,0.176,-0.219,-36.377,-32.349,-17.883
0.173,0.164,-0.319,-27.283,-16.968,-12.878
0.164,0.137,-0.431,-17.395,0.793,-7.568
0.156,0.098,-0.509,-5.249,22.034,-2.563
0.183,0.071,-0.559,8.972,48.218,1.465
0.219,0.033,-0.566,26.978,75.623,5.859
0.267,-0.010,-0.510,49.194,100.769,11.230
0.370,-0.009,-0.384,73.730,120.422,16.846
0.474,-0.003,-0.233,101.196,128.296,26.672
0.495,-0.055,0.001,132.751,119.446,45.959
0.401,-0.113,0.311,162.964,96.863,70.129
0.222,-0.183,0.662,186.218,69.397,92.346
-0.055,-0.258,1.121,203.186,45.532,109.314
-0.288,-0.295,1.657,209.106,33.875,115.784
-0.441,-0.270,2.191,198.730,36.255,112.427
-0.508,-0.211,2.664,175.720,44.556,100.769
-0.568,-0.171,3.047,142.944,48.340,85.632
-0.694,-0.196,3.299,101.929,45.837,69.702
-0.802,-0.227,3.348,52.979,41.077,50.232
-0.876,-0.271,3.232,6.165,33.875,26.184
-0.913,-0.335,3.062,-27.832,22.339,2.136
-0.874,-0.366,2.856,-51.208,7.996,-20.325
-0.739,-0.393,2.635,-67.017,-5.127,-41.870
-0.432,-0.368,2.405,-79.590,-20.874,-59.265
-0.170,-0.295,2.128,-89.783,-41.077,-65.002
0.070,-0.276,1.955,-90.515,-60.974,-64.941
0.180,-0.193,1.770,-96.619,-83.984,-59.753
0.216,-0.134,1.590,-103.516,-101.868,-50.659
0.262,-0.112,1.487,-108.704,-111.572,-43.945
0.201,-0.048,1.312,-119.934,-120.911,-37.048
0.119,-0.034,1.139,-128.052,-126.099,-30.090
0.074,-0.048,0.972,-131.104,-125.305,-29.724
0.061,-0.062,0.754,-135.681,-122.864,-33.569
0.100,-0.068,0.493,-138.184,-119.446,-37.659
0.173,-0.065,0.226,-135.864,-113.770,-42.725
0.256,-0.038,-0.027,-130.371,-104.980,-48.645
0.310,0.004,-0.265,-123.779,-93.628,-49.988
0.355,0.050,-0.496,-112.793,-77.515,-46.021
0.375,0.084,-0.661,-94.666,-57.983,-37.659
0.342,0.102,-0.770,-72.266,-39.185,-27.161
0.274,0.102,-0.833,-48.157,-20.203,-15.076
0.166,0.062,-0.853,-25.574,-0.305,-5.371
0.081,0.025,-0.833,-6.775,24.719,-1.831
0.090,0.022,-0.817,8.667,55.054,-2.808
0.165,0.013,-0.785,23.926,83.862,-3.418
0.256,0.039,-0.681,42.969,105.042,-1.709
0.352,0.056,-0.544,66.528,116.577,4.089
0.438,0.063,-0.360,92.407,115.540,16.296
0.418,0.073,-0.118,118.042,101.501,34.851
0.342,0.036,0.187,138.184,84.778,54.565
0.260,0.033,0.481,144.470,74.219,69.397
0.199,0.012,0.714,140.869,73.792,78.003
0.156,-0.041,0.971,135.681,82.581,81.482
0.117,-0.092,1.243,130.554,94.543,81.482
0.094,-0.128,1.533,126.831,104.431,81.299
0.037,-0.135,1.903,128.479,106.567,83.923
-0.144,-0.131,2.361,132.080,98.083,88.745
-0.397,-0.138,2.811,129.944,81.787,91.003
-0.672,-0.140,3.143,114.380,60.669,86.182
-0.860,-0.149,3.343,86.975,39.856,72.693
-0.923,-0.140,3.409,51.575,22.400,50.842
-0.856,-0.135,3.319,12.329,8.667,24.353
-0.704,-0.136,3.098,-24.719,-2.197,-0.916
-0.556,-0.155,2.826,-55.054,-11.353,-21.851
-0.385,-0.176,2.541,-77.637,-17.883,-38.696
-0.207,-0.176,2.251,-94.604,-23.376,-51.025
-0.062,-0.164,1.972,-106.323,-31.494,-57.373
0.081,-0.141,1.711,-113.281,-41.260,-58.777
0.220,-0.106,1.514,-117.004,-53.894,-54.749
0.287,-0.043,1.337,-122.192,-71.167,-45.044
0.290,0.012,1.187,-128.052,-88.501,-32.776
0.276,0.035,1.073,-133.850,-100.769,-22.400
0.226,0.074,0.939,-142.212,-109.314,-15.869
0.120,0.103,0.752,-150.208,-112.122,-10.742
0.087,0.049,0.591,-150.757,-105.347,-10.803
0.072,0.029,0.388,-151.123,-97.839,-16.357
0.063,0.029,0.169,-148.804,-92.896,-21.057
0.082,0.028,-0.042,-138.977,-86.060,-24.414
0.128,0.042,-0.217,-124.756,-76.477,-28.015
0.172,0.077,-0.374,-109.192,-66.101,-29.175
0.216,0.106,-0.493,-90.881,-55.908,-26.123
0.247,0.130,-0.582,-70.862,-45.898,-19.653
0.240,0.143,-0.647,-51.636,-34.668,-11.536
0.209,0.129,-0.708,-32.776,-19.592,-4.517
0.181,0.089,-0.777,-15.381,-0.488,1.038
0.144,0.039,-0.814,2.747,22.339,5.798
0.124,-0.004,-0.793,22.644,48.096,8.667
0.171,-0.033,-0.739,44.006,75.378,9.460
0.221,-0.050,-0.652,67.444,98.145,11.414
0.273,-0.064,-0.469,92.529,114.197,15.381
0.347,-0.028,-0.203,117.432,123.352,20.996
0.378,0.006,0.091,139.099,122.437,31.311
0.314,-0.009,0.394,156.006,111.389,45.471
0.200,-0.054,0.690,165.466,97.290,59.448
0.051,-0.082,0.990,169.495,86.853,69.031
-0.020,-0.118,1.333,171.082,84.229,71.838
0.001,-0.096,1.674,168.884,88.013,69.275
0.013,-0.037,2.071,167.236,88.196,67.078
-0.079,0.030,2.595,166.931,77.393,69.092
-0.335,0.058,3.138,158.630,55.664,74.768
-0.672,0.054,3.538,131.775,32.837,75.500
-0.936,0.047,3.722,87.463,16.174,61.768
-1.017,0.013,3.654,33.813,6.042,32.227
-0.917,-0.022,3.413,-15.808,-2.319,-1.038
-0.744,-0.039,3.104,-52.795,-14.526,-28.015
-0.528,-0.062,2.788,-76.111,-31.006,-48.157
-0.314,-0.066,2.501,-90.759,-50.232,-61.157
-0.134,-0.052,2.209,-101.135,-68.481,-67.810
0.020,-0.031,1.950,-108.337,-80.078,-70.679
0.192,0.015,1.717,-114.624,-84.473,-71.533
0.419,0.010,1.546,-121.216,-88.806,-67.383
0.530,0.077,1.333,-134.583,-106.506,-51.697
0.461,0.129,1.127,-145.935,-128.174,-27.222
0.323,0.108,0.999,-148.804,-138.733,-10.986
0.200,0.073,0.818,-154.907,-135.864,-10.864
0.133,0.048,0.566,-162.964,-124.329,-16.724
0.133,0.026,0.315,-164.185,-109.558,-22.400
0.153,0.020,0.097,-157.776,-97.839,-26.550
0.167,0.034,-0.090,-146.545,-89.783,-28.442
0.176,0.067,-0.267,-131.958,-80.872,-28.381
0.194,0.091,-0.428,-115.356,-68.909,-27.161
0.207,0.102,-0.573,-97.107,-53.223,-25.208
0.209,0.107,-0.707,-78.064,-35.828,-22.034
0.179,0.083,-0.826,-58.533,-18.555,-17.334
0.126,0.040,-0.901,-38.879,1.038,-12.756
0.099,0.010,-0.929,-20.325,25.330,-10.864
0.118,-0.016,-0.956,-2.197,51.331,-10.864
0.143,-0.041,-0.959,18.066,73.608,-9.216
0.165,-0.073,-0.879,43.091,92.834,-6.042
0.208,-0.092,-0.736,68.665,109.985,-3.296
0.347,-0.047,-0.562,93.933,121.826,-0.854
0.462,-0.033,-0.395,121.094,121.582,8.301
0.472,-0.035,-0.146,150.696,105.652,26.855
0.380,-0.069,0.163,177.673,83.008,48.706
0.284,-0.060,0.489,195.007,67.261,66.284
0.184,-0.063,0.831,204.712,63.721,77.393
0.111,-0.077,1.196,209.167,71.716,80.994
0.106,-0.028,1.618,209.167,83.984,80.322
0.108,0.024,2.082,206.421,92.468,80.566
0.039,0.105,2.618,198.547,90.759,83.801
-0.185,0.193,3.134,181.274,78.308,87.646
-0.513,0.214,3.541,153.137,58.228,88.379
-0.830,0.203,3.755,113.037,36.499,81.116
-1.021,0.137,3.804,65.613,17.578,61.707
-1.001,0.094,3.683,14.771,2.808,31.494
-0.811,0.064,3.419,-31.860,-8.789,0.427
-0.599,0.025,3.093,-68.054,-21.301,-23.560
-0.382,-0.030,2.736,-93.628,-32.166,-41.504
-0.174,-0.062,2.397,-109.497,-41.565,-53.223
-0.010,-0.084,2.069,-118.408,-51.086,-58.594
0.140,-0.086,1.784,-123.474,-60.608,-59.570
0.282,-0.047,1.510,-127.014,-69.519,-56.213
0.419,-0.022,1.296,-129.028,-79.956,-46.448
0.517,0.014,1.156,-133.972,-97.961,-31.372
0.381,0.105,0.934,-143.921,-123.413,-9.399
0.192,0.066,0.779,-145.569,-135.437,6.714
0.049,0.030,0.610,-146.545,-130.676,5.188
0.005,-0.006,0.369,-152.222,-117.920,-5.127
0.030,-0.033,0.092,-154.419,-103.699,-15.076
0.078,-0.035,-0.161,-147.766,-94.299,-21.606
0.111,-0.019,-0.376,-133.606,-88.989,-25.024
0.136,0.013,-0.564,-114.136,-83.191,-25.146
0.174,0.041,-0.717,-90.271,-73.120,-23.804
0.206,0.064,-0.836,-65.125,-58.228,-20.935
0.207,0.056,-0.923,-40.100,-40.161,-16.785
0.156,0.017,-0.969,-17.517,-17.822,-12.512
0.111,-0.003,-0.984,1.770,9.888,-10.193
0.163,-0.011,-0.942,20.874,42.236,-11.292
0.213,-0.009,-0.867,41.199,68.909,-11.108
0.281,0.008,-0.742,65.125,85.266,-7.080
0.328,0.015,-0.616,91.492,89.355,1.648
0.298,-0.015,-0.422,119.202,83.191,15.808
0.248,-0.013,-0.167,142.517,74.829,29.968
0.229,0.021,0.104,157.654,72.388,40.039
0.240,0.042,0.365,165.222,77.576,45.776
0.281,0.043,0.580,166.992,86.426,48.645
0.335,0.037,0.786,167.480,94.116,52.368
0.332,0.020,1.030,173.157,96.130,59.326
0.236,-0.023,1.382,186.829,90.759,69.153
0.087,-0.036,1.848,203.491,78.735,80.627
-0.149,-0.038,2.378,214.722,60.547,91.553
-0.451,-0.038,2.977,215.149,39.429,99.792
-0.760,-0.002,3.561,196.594,19.470,100.159
-1.018,0.073,3.896,151.306,4.761,85.938
-1.109,0.058,3.978,89.172,-0.488,57.129
-1.044,0.015,3.779,22.705,-3.052,19.836
-0.930,-0.050,3.404,-34.973,-11.902,-13.733
-0.796,-0.118,3.021,-71.960,-28.381,-38.086
-0.596,-0.166,2.651,-92.346,-44.434,-57.373
-0.363,-0.181,2.319,-102.539,-59.814,-71.167
-0.139,-0.150,2.008,-106.995,-73.853,-78.796
0.073,-0.114,1.732,-107.666,-85.022,-81.238
0.251,-0.048,1.485,-107.117,-94.238,-77.148
0.448,-0.001,1.325,-106.445,-103.088,-65.796
0.610,0.085,1.218,-112.732,-120.667,-48.767
0.455,0.185,1.011,-127.563,-147.705,-22.095
0.247,0.164,0.844,-133.118,-158.325,-2.808
0.120,0.120,0.650,-138.428,-147.522,-4.089
0.058,0.089,0.372,-147.156,-128.235,-14.343
0.104,0.063,0.087,-149.170,-107.178,-22.217
0.171,0.062,-0.159,-141.174,-91.431,-26.428
0.199,0.077,-0.353,-125.366,-83.557,-26.550
0.199,0.099,-0.503,-104.858,-76.721,-23.010
0.205,0.120,-0.622,-81.726,-66.956,-17.395
0.196,0.146,-0.702,-58.350,-53.223,-11.780
0.177,0.129,-0.754,-37.109,-35.034,-7.202
0.145,0.102,-0.808,-20.691,-12.634,-4.333
0.136,0.078,-0.855,-6.409,12.695,-3.235
0.175,0.051,-0.858,9.766,38.574,-3.052
0.194,0.035,-0.818,27.710,59.814,-0.610
0.214,0.009,-0.720,48.279,76.660,4.761
0.274,0.012,-0.574,68.970,88.989,10.315
0.312,0.025,-0.426,89.417,92.896,18.311
0.320,0.014,-0.225,111.389,89.294,30.273
0.277,0.001,0.031,131.836,82.947,43.457
0.216,-0.015,0.284,145.691,79.346,55.176
0.186,-0.027,0.543,153.381,81.848,63.599
0.154,-0.027,0.842,159.241,87.219,69.885
0.116,-0.002,1.198,165.894,90.088,75.867
-0.009,-0.004,1.636,174.316,85.571,83.923
-0.207,-0.004,2.115,179.749,75.134,93.201
-0.456,0.000,2.639,177.673,61.707,100.159
-0.748,0.031,3.120,161.987,45.471,98.694
-1.020,0.029,3.436,130.249,29.663,86.914
-1.180,0.001,3.540,86.914,16.235,65.491
-1.186,-0.023,3.456,39.063,4.395,37.292
-1.061,-0.057,3.236,-3.235,-7.263,9.216
-0.932,-0.106,2.970,-35.095,-22.034,-13.123
-0.776,-0.140,2.696,-57.129,-37.476,-31.799
-0.603,-0.132,2.427,-71.777,-51.453,-48.462
-0.404,-0.142,2.213,-79.346,-63.049,-59.937
-0.237,-0.123,1.984,-86.792,-73.669,-66.956
-0.084,-0.076,1.747,-95.520,-82.092,-70.313
0.064,-0.050,1.534,-103.027,-87.341,-69.885
0.213,-0.013,1.326,-112.122,-94.238,-62.988
0.279,0.044,1.120,-123.535,-106.934,-50.720
0.243,0.071,0.952,-132.019,-120.850,-36.743
0.158,0.069,0.778,-138.672,-129.944,-26.978
0.063,0.085,0.546,-145.447,-131.287,-22.766
0.024,0.079,0.309,-145.630,-121.643,-25.391
0.066,0.066,0.097,-140.503,-105.164,-33.142
0.123,0.094,-0.143,-134.033,-90.454,-39.795
0.172,0.135,-0.384,-121.826,-77.759,-40.466
0.255,0.160,-0.583,-100.342,-62.683,-36.926
0.319,0.174,-0.715,-75.195,-47.974,-29.480
0.311,0.186,-0.782,-52.002,-34.729,-18.921
0.246,0.193,-0.794,-32.227,-17.761,-8.484
0.196,0.190,-0.778,-16.235,8.423,-2.869
0.186,0.171,-0.759,-2.808,40.649,-1.404
0.228,0.155,-0.725,11.719,70.923,-0.916
0.287,0.143,-0.646,29.846,91.797,2.197
0.291,0.130,-0.511,50.537,99.976,10.315
0.277,0.103,-0.360,71.655,99.548,22.339
0.238,0.075,-0.192,90.759,94.604,34.912
0.174,0.053,0.017,106.689,90.088,45.898
0.134,0.040,0.247,118.103,91.003,53.589
0.117,0.035,0.464,122.986,97.412,57.007
0.108,0.019,0.649,123.718,105.774,58.716
0.111,0.002,0.838,124.268,112.793,59.753
0.094,-0.008,1.034,127.869,114.197,61.584
0.012,-0.046,1.301,137.573,106.812,67.932
-0.128,-0.085,1.627,150.269,92.590,78.003
-0.310,-0.110,2.003,161.316,74.341,87.280
-0.534,-0.108,2.451,168.091,54.626,92.529
-0.775,-0.083,2.921,164.978,34.546,91.919
-0.991,-0.043,3.356,147.217,16.968,83.069
-1.149,0.003,3.650,111.206,3.357,64.819
-1.192,0.050,3.695,59.875,-6.287,37.537
-1.089,0.010,3.533,5.676,-14.160,6.409
-0.972,-0.042,3.210,-42.847,-24.353,-21.606
-0.822,-0.105,2.839,-78.918,-35.217,-45.837
-0.596,-0.165,2.457,-102.844,-43.396,-66.956
-0.383,-0.191,2.064,-117.615,-52.429,-81.665
-0.135,-0.164,1.749,-121.704,-60.608,-89.844
0.104,-0.112,1.505,-120.178,-71.716,-90.332
0.253,-0.049,1.311,-119.202,-87.830,-79.651
0.373,0.015,1.224,-120.483,-107.422,-62.805
0.275,0.136,1.092,-127.686,-130.432,-44.434
0.097,0.135,0.993,-132.141,-142.395,-30.823
-0.026,0.113,0.831,-137.878,-138.306,-29.846
-0.063,0.080,0.635,-146.912,-126.587,-36.438
-0.058,0.063,0.420,-153.198,-115.784,-43.518
0.003,0.050,0.193,-154.480,-107.727,-49.622
0.084,0.054,-0.048,-151.306,-102.417,-53.894
0.153,0.078,-0.290,-143.005,-97.473,-54.810
0.234,0.105,-0.513,-128.967,-87.585,-52.979
0.329,0.130,-0.717,-111.450,-71.777,-49.500
0.406,0.158,-0.892,-92.102,-53.467,-42.908
0.439,0.177,-1.027,-69.397,-33.447,-32.959
0.419,0.158,-1.117,-44.312,-10.193,-20.813
0.338,0.094,-1.152,-19.775,17.639,-8.972
0.278,0.046,-1.113,2.808,51.880,-1.892
0.280,0.020,-1.029,24.536,85.754,2.075
0.297,-0.005,-0.887,49.133,112.000,6.958
0.347,0.014,-0.662,76.721,126.099,13.245
0.391,0.043,-0.408,105.896,126.343,24.048
0.347,0.023,-0.128,133.728,113.159,41.748
0.262,0.031,0.165,154.236,94.788,60.364
0.155,0.025,0.463,166.382,82.642,75.439
0.094,0.056,0.798,171.753,80.505,83.557
0.067,0.094,1.105,172.241,87.585,85.449
0.024,0.102,1.448,171.631,97.351,84.656
-0.079,0.135,1.901,171.509,102.844,85.083
-0.243,0.189,2.402,168.091,100.525,88.379
-0.467,0.261,2.911,156.738,88.867,92.224
-0.791,0.255,3.301,134.277,70.679,91.248
-1.099,0.204,3.487,99.365,48.706,82.275
-1.284,0.159,3.507,57.983,26.917,63.416
-1.271,0.126,3.417,17.578,9.460,34.790
-1.090,0.119,3.236,-17.578,-5.432,4.700
-0.896,0.096,2.995,-45.227,-22.949,-18.005
-0.702,0.073,2.695,-65.979,-42.236,-33.081
-0.544,0.042,2.444,-78.491,-57.678,-44.128
-0.362,0.035,2.196,-86.975,-65.796,-54.932
-0.194,0.037,1.974,-95.215,-71.777,-62.561
-0.046,0.053,1.713,-104.614,-77.576,-67.078
0.087,0.068,1.454,-112.915,-83.496,-66.528
0.201,0.096,1.258,-118.347,-90.454,-60.181
0.240,0.112,1.083,-127.197,-102.356,-48.523
0.195,0.118,0.901,-139.771,-117.859,-35.156
0.103,0.101,0.673,-151.611,-129.883,-25.513
-0.002,0.051,0.395,-157.227,-134.521,-22.705
-0.026,0.011,0.117,-153.748,-131.531,-26.306
0.058,-0.006,-0.107,-142.822,-123.596,-33.142
0.128,0.058,-0.341,-128.906,-116.577,-37.354
0.253,0.117,-0.519,-108.826,-102.844,-38.330
0.375,0.167,-0.617,-84.717,-84.412,-35.522
0.422,0.207,-0.691,-64.514,-68.176,-28.809
0.377,0.233,-0.782,-46.021,-52.124,-17.761
0.299,0.186,-0.841,-24.658,-30.518,-6.042
0.185,0.108,-0.879,-4.211,-5.859,2.380
0.108,0.058,-0.872,13.489,21.973,5.676
