aX,aY,aZ,gX,gY,gZ
0.089,0.033,-0.834,30.518,52.673,4.211
0.131,0.005,-0.727,48.645,81.543,2.258
0.205,0.051,-0.589,66.772,101.685,2.197
0.286,0.067,-0.442,87.158,110.962,5.554
0.326,0.074,-0.276,109.863,108.093,15.991
0.295,0.095,-0.054,132.019,96.619,32.410
0.226,0.100,0.224,149.231,84.595,47.668
0.164,0.130,0.485,156.921,77.881,57.800
0.138,0.146,0.699,157.471,78.064,63.904
0.110,0.163,0.965,155.151,84.656,66.895
0.067,0.185,1.261,151.367,94.849,68.176
-0.006,0.195,1.589,147.827,104.126,70.313
-0.136,0.205,1.954,144.775,105.835,74.585
-0.358,0.202,2.341,142.578,96.619,79.224
-0.648,0.181,2.728,137.817,76.599,82.642
-0.968,0.141,3.040,124.695,49.438,81.482
-1.194,0.107,3.226,100.769,24.475,71.228
-1.273,0.099,3.266,66.956,6.897,49.377
-1.176,0.092,3.156,30.640,-3.723,19.836
-1.004,0.086,2.976,-0.427,-13.489,-6.165
-0.863,0.080,2.776,-23.315,-26.611,-24.780
-0.728,0.050,2.527,-40.955,-38.757,-40.100
-0.583,0.017,2.285,-53.772,-48.889,-53.650
-0.425,0.010,2.050,-63.477,-57.434,-64.392
-0.286,0.005,1.811,-71.472,-64.636,-71.777
-0.125,0.011,1.584,-78.308,-70.007,-76.843
0.024,0.045,1.348,-85.876,-74.463,-78.064
0.213,0.057,1.200,-92.773,-81.726,-73.242
0.286,0.133,1.059,-103.821,-100.098,-59.937
0.181,0.206,0.893,-114.258,-123.047,-41.077
0.072,0.165,0.755,-115.784,-131.592,-30.273
0.018,0.131,0.601,-118.225,-127.747,-32.227
0.026,0.143,0.428,-123.657,-119.202,-38.452
0.093,0.162,0.270,-125.488,-107.849,-43.884
0.156,0.198,0.114,-124.390,-95.947,-47.363
0.192,0.240,-0.025,-121.460,-82.397,-47.913
0.204,0.264,-0.163,-116.089,-65.552,-46.692
0.200,0.250,-0.292,-109.680,-45.959,-44.495
0.200,0.231,-0.432,-104.614,-25.391,-41.382
0.202,0.200,-0.581,-98.633,-5.737,-36.743
0.185,0.152,-0.732,-88.623,13.672,-31.311
0.157,0.097,-0.847,-74.402,34.851,-25.940
0.134,0.061,-0.901,-55.420,57.678,-22.095
0.169,0.039,-0.910,-32.227,80.322,-18.066
0.223,0.042,-0.859,-6.042,99.365,-12.207
0.272,0.066,-0.739,22.766,112.488,-3.967
0.286,0.066,-0.570,52.979,121.399,5.249
0.322,0.058,-0.382,80.200,128.479,14.038
0.389,0.097,-0.215,104.675,129.089,23.132
0.402,0.113,0.003,131.592,117.859,38.513
0.304,0.094,0.287,158.020,100.220,58.716
0.165,0.076,0.556,176.514,86.487,74.463
0.081,0.100,0.854,189.880,81.726,82.031
0.007,0.154,1.268,205.811,79.224,85.632
-0.105,0.204,1.855,221.191,73.120,91.248
-0.279,0.309,2.513,222.534,63.110,97.778
-0.526,0.437,3.134,203.491,52.063,99.487
-0.810,0.474,3.571,164.062,43.579,92.163
-1.048,0.436,3.705,106.262,38.452,74.463
-1.144,0.350,3.577,43.213,35.767,47.546
-1.107,0.229,3.300,-9.827,30.457,15.991
-1.000,0.147,2.992,-47.241,20.203,-12.268
-0.798,0.056,2.632,-70.496,6.409,-34.180
-0.610,0.016,2.329,-80.688,-11.658,-47.058
-0.441,0.016,2.112,-80.322,-31.555,-52.429
-0.294,0.013,1.939,-77.515,-49.622,-54.199
-0.161,0.033,1.768,-77.637,-64.575,-54.871
0.005,0.059,1.608,-80.322,-74.524,-55.237
0.142,0.101,1.453,-88.257,-83.923,-51.392
0.230,0.147,1.301,-100.159,-95.032,-42.542
0.230,0.185,1.138,-113.281,-107.300,-31.799
0.143,0.198,0.981,-124.146,-118.286,-23.132
0.039,0.172,0.781,-131.775,-124.084,-18.555
-0.005,0.129,0.541,-136.047,-122.742,-20.813
0.034,0.107,0.304,-135.925,-116.150,-28.137
0.107,0.122,0.045,-131.287,-109.131,-34.546
0.191,0.167,-0.226,-120.239,-99.548,-36.682
0.294,0.183,-0.410,-100.464,-85.754,-34.790
0.356,0.207,-0.533,-78.369,-73.608,-29.114
0.352,0.238,-0.625,-57.312,-63.721,-19.836
0.303,0.244,-0.689,-35.339,-53.528,-7.812
0.205,0.199,-0.735,-12.817,-39.063,2.808
0.107,0.135,-0.762,7.263,-19.470,9.216
0.055,0.095,-0.762,23.437,4.517,9.460
0.082,0.074,-0.750,38.086,31.128,6.348
0.127,0.067,-0.698,53.650,55.908,5.127
0.181,0.082,-0.588,70.129,76.904,6.165
0.251,0.105,-0.448,86.853,93.872,8.789
0.302,0.114,-0.296,104.309,102.783,15.137
0.290,0.107,-0.096,122.925,102.234,25.696
0.241,0.089,0.136,138.916,95.520,37.720
0.175,0.083,0.370,150.146,86.853,48.828
0.073,0.072,0.631,158.203,79.956,57.739
0.030,0.090,0.928,164.062,78.979,62.195
0.009,0.108,1.259,168.457,82.458,65.247
-0.043,0.157,1.661,171.082,83.679,68.542
-0.217,0.183,2.125,169.678,80.322,72.937
-0.463,0.197,2.575,159.058,73.547,75.439
-0.699,0.214,2.911,136.047,64.941,70.923
-0.897,0.199,3.106,105.103,53.345,59.143
-1.018,0.177,3.164,69.885,39.856,41.748
-1.034,0.148,3.087,35.156,23.437,22.034
-0.967,0.130,2.938,5.066,4.883,2.991
-0.856,0.124,2.779,-18.005,-13.000,-13.123
-0.718,0.107,2.597,-36.621,-28.809,-27.710
-0.575,0.130,2.418,-53.223,-40.710,-40.771
-0.420,0.124,2.244,-66.956,-48.279,-52.490
-0.272,0.110,2.040,-80.261,-54.077,-61.401
-0.133,0.112,1.802,-94.910,-60.852,-66.101
0.007,0.122,1.564,-106.384,-67.871,-66.589
0.147,0.129,1.356,-113.708,-76.843,-60.303
0.220,0.152,1.197,-121.765,-92.407,-48.218
0.167,0.205,0.990,-131.775,-111.450,-32.410
0.111,0.186,0.777,-136.047,-119.873,-20.813
0.094,0.158,0.555,-137.634,-115.967,-21.057
0.114,0.148,0.307,-140.198,-106.201,-27.527
0.165,0.147,0.064,-137.512,-94.788,-31.494
0.216,0.159,-0.145,-127.258,-84.656,-31.860
0.246,0.167,-0.325,-111.267,-75.134,-29.663
0.236,0.174,-0.474,-91.736,-65.002,-24.292
0.221,0.174,-0.583,-69.580,-52.246,-18.799
0.206,0.160,-0.665,-47.241,-36.072,-13.489
0.165,0.122,-0.735,-27.710,-17.334,-8.484
0.128,0.074,-0.791,-11.414,4.761,-5.676
0.120,0.050,-0.832,3.052,32.043,-5.493
0.148,0.025,-0.849,20.874,61.890,-6.897
0.212,-0.038,-0.773,41.931,89.966,-7.996
0.308,0.022,-0.666,63.049,109.619,-6.836
0.407,0.026,-0.578,89.233,116.272,0.122
0.414,-0.004,-0.397,121.887,107.178,17.212
0.319,0.009,-0.093,153.442,89.233,38.330
0.234,0.020,0.217,174.561,74.158,55.054
0.174,0.058,0.522,183.777,66.162,66.650
0.113,0.109,0.852,186.829,65.674,72.388
0.086,0.144,1.205,186.340,69.824,73.059
0.069,0.209,1.633,183.960,73.547,74.585
-0.016,0.284,2.106,177.612,71.228,80.444
-0.216,0.334,2.644,164.124,66.284,87.769
-0.527,0.362,3.140,138.000,63.354,89.233
-0.828,0.362,3.453,98.389,62.012,78.308
-1.057,0.298,3.547,52.124,56.091,57.983
-1.174,0.203,3.462,7.935,41.199,34.241
-1.163,0.113,3.246,-27.588,19.653,10.803
-1.028,0.050,2.974,-52.795,-3.723,-9.888
-0.808,0.016,2.693,-69.397,-25.513,-27.954
-0.562,0.011,2.433,-79.102,-44.250,-41.870
-0.333,0.016,2.214,-83.679,-59.570,-49.927
-0.177,0.029,2.005,-87.952,-73.303,-52.612
-0.039,0.015,1.792,-94.910,-82.031,-53.711
0.132,0.017,1.553,-105.347,-87.280,-54.260
0.283,0.061,1.317,-118.103,-96.863,-47.424
0.277,0.105,1.116,-127.869,-113.220,-32.349
0.149,0.107,0.903,-133.972,-127.441,-17.639
0.043,0.060,0.673,-136.047,-130.432,-13.550
0.002,0.032,0.424,-136.719,-126.526,-18.005
0.040,0.030,0.148,-133.911,-119.080,-24.048
0.170,0.030,-0.087,-124.268,-109.802,-30.212
0.261,0.090,-0.304,-112.915,-102.539,-34.485
0.319,0.153,-0.486,-98.511,-93.567,-33.447
0.354,0.189,-0.623,-78.308,-78.918,-27.649
0.346,0.198,-0.729,-56.824,-59.570,-20.813
0.285,0.171,-0.807,-36.743,-37.598,-14.160
0.204,0.110,-0.871,-19.775,-12.512,-9.338
0.131,0.069,-0.923,-5.920,14.771,-7.996
0.119,0.037,-0.938,9.583,44.434,-9.399
0.140,-0.008,-0.912,28.076,71.289,-10.376
0.155,-0.021,-0.830,48.157,93.445,-9.277
0.199,-0.018,-0.671,69.702,113.953,-8.301
0.323,-0.000,-0.496,90.942,129.456,-7.385
0.440,0.055,-0.281,113.770,132.324,-0.488
0.442,0.060,-0.051,139.221,119.385,17.639
0.312,0.005,0.214,163.147,97.168,41.382
0.156,-0.025,0.505,180.542,77.698,60.425
0.046,-0.030,0.815,192.505,69.092,72.021
0.036,0.001,1.220,202.209,71.106,78.003
-0.007,0.092,1.751,208.740,76.172,81.238
-0.149,0.136,2.352,207.764,78.064,84.290
-0.357,0.210,2.938,192.017,74.158,86.731
-0.675,0.224,3.349,160.034,64.209,85.876
-0.947,0.227,3.614,118.835,50.476,76.843
-1.131,0.193,3.692,71.533,33.264,57.495
-1.190,0.133,3.557,21.545,16.235,30.396
-1.081,0.080,3.282,-21.973,0.488,1.160
-0.919,0.031,2.974,-52.979,-15.442,-24.353
-0.701,0.002,2.631,-72.266,-31.677,-44.800
-0.441,0.005,2.361,-81.299,-46.570,-59.265
-0.224,-0.005,2.081,-86.182,-58.899,-68.665
-0.051,0.014,1.820,-87.280,-69.702,-71.838
0.096,0.046,1.638,-86.731,-79.102,-71.533
0.218,0.055,1.447,-90.637,-85.693,-67.383
0.366,0.101,1.314,-99.182,-94.971,-59.143
0.427,0.176,1.190,-112.122,-113.892,-42.786
0.297,0.243,1.054,-125.488,-135.986,-22.705
0.147,0.226,0.919,-134.338,-143.066,-12.451
0.085,0.182,0.736,-145.813,-133.667,-16.907
0.067,0.161,0.469,-159.912,-118.835,-26.794
0.112,0.138,0.201,-167.542,-101.624,-33.875
0.199,0.115,-0.053,-166.321,-84.961,-37.903
0.243,0.108,-0.317,-160.950,-73.547,-37.170
0.269,0.100,-0.584,-148.437,-64.270,-31.677
0.285,0.084,-0.818,-126.404,-53.772,-23.621
0.291,0.066,-0.986,-97.778,-41.748,-15.076
0.285,0.048,-1.094,-65.613,-28.931,-5.676
0.234,0.015,-1.140,-32.471,-15.015,4.578
0.176,-0.006,-1.111,-0.183,1.465,14.038
0.118,-0.032,-1.014,28.564,23.010,19.531
0.099,-0.049,-0.906,52.002,48.889,20.691
0.118,-0.038,-0.758,70.923,77.332,19.714
0.142,-0.020,-0.561,86.121,106.262,17.090
0.226,0.006,-0.389,97.412,132.751,12.390
0.333,0.043,-0.211,109.497,149.353,10.742
0.437,0.092,0.018,126.709,149.719,17.334
0.454,0.078,0.218,148.865,131.592,34.790
0.386,0.050,0.479,176.270,98.511,60.059
0.208,0.031,0.858,208.252,59.143,88.684
-0.055,0.047,1.448,234.619,29.358,114.197
-0.281,0.184,2.233,243.347,25.513,126.465
-0.481,0.346,3.022,226.013,42.908,122.559
-0.673,0.455,3.577,181.396,63.599,107.056
-0.867,0.423,3.834,121.582,70.862,86.670
-1.088,0.299,3.818,59.082,59.448,67.200
-1.234,0.186,3.611,2.625,37.354,46.631
-1.227,0.095,3.293,-39.917,14.709,20.691
-1.071,0.018,2.966,-65.735,-6.287,-6.042
-0.887,-0.027,2.667,-77.637,-27.588,-26.489
-0.639,-0.028,2.406,-81.909,-45.593,-42.175
-0.386,-0.010,2.183,-82.581,-59.937,-52.429
-0.161,0.013,1.967,-83.008,-71.533,-57.068
-0.028,0.026,1.750,-85.815,-81.482,-57.007
0.083,0.040,1.551,-90.698,-87.402,-55.481
0.163,0.069,1.369,-98.572,-90.942,-51.697
0.276,0.074,1.271,-108.826,-97.778,-45.227
0.219,0.158,1.085,-126.892,-115.540,-33.386
0.055,0.161,0.909,-138.733,-130.310,-21.301
-0.049,0.083,0.746,-144.104,-130.371,-21.301
-0.087,0.057,0.522,-153.931,-124.817,-30.334
-0.044,0.047,0.281,-159.668,-118.286,-39.124
0.062,0.043,0.048,-157.227,-110.840,-45.837
0.162,0.067,-0.222,-150.879,-105.408,-49.500
0.252,0.097,-0.472,-137.878,-97.595,-48.035
0.324,0.125,-0.713,-118.408,-84.229,-43.823
0.370,0.153,-0.877,-93.811,-66.589,-37.476
0.371,0.161,-0.974,-65.613,-47.607,-27.588
0.331,0.142,-1.028,-36.194,-29.968,-15.259
0.239,0.090,-1.056,-6.836,-13.306,-3.357
0.113,0.021,-1.024,20.325,5.798,4.761
0.027,-0.025,-0.942,43.274,30.945,6.531
0.041,-0.025,-0.832,62.561,59.814,4.150
0.116,0.001,-0.678,79.529,87.280,0.916
0.246,0.082,-0.501,95.825,111.450,-3.906
0.361,0.134,-0.284,117.859,121.887,-1.343
0.361,0.129,-0.065,140.320,115.723,15.747
0.312,0.140,0.163,153.564,105.530,33.997
0.277,0.214,0.419,160.217,101.685,44.861
0.252,0.251,0.684,166.382,101.563,53.894
0.195,0.275,1.018,171.814,100.647,64.758
0.083,0.321,1.399,172.424,98.450,73.547
-0.076,0.335,1.785,169.189,94.482,80.017
-0.278,0.328,2.157,162.109,87.341,85.754
-0.480,0.322,2.507,150.757,76.965,88.928
-0.728,0.323,2.896,136.292,62.866,87.952
-0.945,0.317,3.249,115.540,46.814,80.322
-1.083,0.319,3.473,84.106,29.846,65.857
-1.158,0.298,3.529,44.006,11.536,46.448
-1.139,0.252,3.428,1.526,-4.883,23.621
-1.034,0.168,3.166,-37.842,-19.409,-0.549
-0.926,0.089,2.844,-68.054,-34.119,-22.583
-0.763,0.016,2.510,-86.548,-44.495,-42.664
-0.516,-0.034,2.212,-96.375,-53.223,-58.655
-0.327,-0.019,1.919,-101.929,-65.491,-68.298
-0.137,-0.005,1.659,-101.929,-75.378,-72.266
0.103,0.033,1.451,-99.854,-80.322,-71.960
0.272,0.094,1.244,-102.173,-90.454,-63.232
0.345,0.154,1.092,-105.286,-106.323,-46.021
0.277,0.206,0.968,-109.619,-122.986,-27.771
0.152,0.201,0.793,-116.272,-131.592,-16.724
0.078,0.174,0.579,-122.070,-128.601,-15.930
0.059,0.162,0.312,-125.977,-120.239,-20.020
0.151,0.139,0.098,-123.230,-109.314,-25.330
0.233,0.169,-0.122,-117.859,-102.722,-28.015
0.268,0.218,-0.348,-110.168,-97.046,-26.611
0.304,0.230,-0.549,-94.666,-84.717,-22.217
0.309,0.217,-0.710,-74.341,-67.566,-16.785
0.305,0.193,-0.822,-53.589,-48.096,-11.536
0.275,0.161,-0.893,-33.142,-28.442,-5.005
0.245,0.118,-0.939,-14.038,-8.789,1.343
0.136,0.061,-0.974,3.357,11.841,6.226
0.093,-0.001,-0.944,21.729,38.940,6.714
0.091,-0.037,-0.867,39.490,67.993,4.761
0.080,-0.037,-0.736,55.847,92.041,3.357
0.122,-0.019,-0.522,74.890,112.305,2.930
0.208,0.033,-0.268,94.055,122.375,5.920
0.232,0.085,-0.010,111.816,117.126,16.785
0.159,0.094,0.266,126.404,101.440,31.799
0.047,0.120,0.539,133.789,85.571,42.908
-0.066,0.127,0.755,134.888,77.209,47.791
-0.109,0.123,0.953,132.996,78.369,46.753
-0.091,0.183,1.184,132.019,86.182,42.969
-0.067,0.246,1.514,135.254,94.177,41.626
-0.118,0.313,1.930,137.695,96.436,44.922
-0.252,0.392,2.344,134.216,88.745,50.720
-0.465,0.426,2.704,125.549,68.970,57.739
-0.735,0.417,2.994,111.694,40.588,62.378
-1.010,0.381,3.173,90.210,10.071,60.425
-1.191,0.349,3.276,62.805,-14.954,48.157
-1.218,0.348,3.298,31.250,-32.959,27.100
-1.087,0.350,3.225,-2.014,-45.715,2.991
-0.967,0.307,3.052,-33.630,-58.472,-18.616
-0.791,0.257,2.802,-62.256,-68.604,-38.818
-0.572,0.225,2.526,-86.304,-74.951,-56.702
-0.360,0.184,2.201,-105.164,-82.153,-69.580
-0.197,0.146,1.883,-117.920,-89.294,-74.585
-0.033,0.132,1.578,-125.610,-93.262,-73.914
0.125,0.143,1.291,-130.249,-96.191,-68.115
0.290,0.155,1.042,-131.653,-100.708,-56.458
0.316,0.182,0.812,-131.897,-110.840,-38.513
0.270,0.193,0.615,-130.676,-121.582,-21.423
0.194,0.194,0.391,-127.991,-124.023,-10.132
0.151,0.173,0.183,-123.169,-117.737,-6.592
0.138,0.166,-0.047,-116.577,-106.079,-8.301
0.183,0.142,-0.222,-107.239,-91.614,-10.803
0.199,0.163,-0.410,-98.328,-78.186,-11.353
0.190,0.171,-0.583,-87.402,-60.608,-10.010
0.182,0.140,-0.732,-71.838,-35.828,-9.338
0.177,0.095,-0.841,-55.786,-8.545,-10.620
0.171,0.063,-0.910,-40.405,16.602,-11.108
0.184,0.034,-0.945,-24.353,38.086,-10.071
0.161,-0.010,-0.953,-6.653,54.810,-6.165
0.117,-0.034,-0.926,12.695,67.505,-1.892
0.128,-0.051,-0.842,35.217,77.271,0.793
0.114,-0.090,-0.748,59.998,80.200,6.775
0.084,-0.098,-0.609,83.862,78.003,15.503
0.086,-0.097,-0.411,106.323,78.369,22.705
0.092,-0.024,-0.133,122.803,82.214,26.733
0.102,0.035,0.155,132.629,89.111,28.992
0.129,0.098,0.436,135.071,97.656,29.968
0.138,0.138,0.712,132.385,105.957,30.823
0.149,0.277,0.894,125.793,112.610,32.837
0.152,0.271,1.226,126.038,114.441,36.316
0.073,0.337,1.573,134.888,109.314,45.227
-0.074,0.393,1.968,141.479,93.994,58.105
-0.327,0.438,2.439,146.179,73.975,71.838
-0.609,0.492,2.915,140.991,57.007,79.651
-0.874,0.515,3.290,119.507,46.204,75.989
-1.037,0.498,3.461,82.458,39.917,59.998
-1.071,0.458,3.404,38.513,32.776,37.292
-1.031,0.384,3.221,0.549,19.043,15.930
-0.952,0.304,2.981,-26.855,-1.770,0.244
-0.871,0.194,2.692,-46.021,-23.560,-12.512
-0.706,0.121,2.385,-59.570,-40.649,-26.550
-0.507,0.071,2.107,-67.200,-52.917,-38.757
-0.304,0.053,1.874,-70.190,-63.110,-46.875
-0.137,0.046,1.636,-72.449,-72.632,-50.476
0.012,0.058,1.415,-74.463,-80.139,-50.720
0.144,0.077,1.222,-75.378,-86.731,-47.241
0.201,0.115,1.048,-77.026,-95.032,-39.063
0.202,0.122,0.944,-78.918,-104.431,-28.503
0.147,0.154,0.852,-84.045,-116.333,-18.921
-0.030,0.198,0.715,-90.576,-127.014,-10.559
-0.106,0.173,0.673,-90.210,-125.305,-10.803
-0.141,0.176,0.554,-93.811,-118.774,-19.775
-0.109,0.170,0.409,-99.304,-112.488,-27.954
-0.017,0.177,0.247,-101.685,-106.567,-34.973
0.028,0.209,0.050,-103.638,-101.868,-40.894
0.112,0.202,-0.152,-100.220,-90.881,-44.800
0.217,0.211,-0.387,-93.018,-75.439,-45.349
0.327,0.208,-0.610,-82.397,-60.303,-41.809
0.352,0.206,-0.802,-67.505,-45.593,-34.668
0.368,0.171,-0.957,-48.706,-27.771,-26.428
0.354,0.124,-1.098,-28.381,-6.958,-17.761
0.299,0.067,-1.164,-6.470,17.151,-9.399
0.241,0.011,-1.131,17.395,46.509,-4.089
0.214,-0.019,-1.053,40.649,77.332,-2.014
0.214,-0.016,-0.854,64.941,105.103,0.061
0.226,0.022,-0.574,89.355,126.160,1.587
0.298,0.057,-0.322,112.000,137.512,4.822
0.328,0.090,-0.060,136.047,133.301,16.357
0.290,0.112,0.282,160.950,117.371,34.546
0.194,0.154,0.654,180.969,98.206,51.941
0.048,0.190,1.079,195.435,82.153,67.810
-0.115,0.258,1.606,202.759,76.111,79.285
-0.280,0.323,2.148,196.106,80.872,82.825
-0.418,0.406,2.584,172.974,90.332,78.369
-0.564,0.456,2.921,142.395,95.154,70.251
-0.767,0.437,3.158,111.389,86.060,62.073
-1.000,0.400,3.275,79.163,61.096,55.298
-1.187,0.353,3.294,48.279,28.748,45.837
-1.254,0.304,3.230,19.043,-0.549,29.846
-1.157,0.290,3.092,-9.888,-22.095,8.301
-0.961,0.271,2.890,-36.255,-37.292,-14.099
-0.728,0.260,2.633,-57.922,-49.255,-32.898
-0.541,0.237,2.384,-73.242,-60.181,-45.532
-0.382,0.206,2.127,-83.496,-70.007,-53.955
-0.239,0.189,1.889,-90.820,-79.773,-57.373
-0.106,0.190,1.644,-96.619,-87.952,-58.411
0.044,0.176,1.403,-99.243,-94.971,-57.068
0.165,0.172,1.140,-101.990,-106.812,-48.462
0.244,0.177,0.955,-103.333,-122.131,-34.241
0.251,0.211,0.796,-105.408,-138.550,-20.508
0.132,0.242,0.615,-107.056,-151.794,-6.592
0.098,0.220,0.519,-101.074,-151.245,-1.892
0.067,0.227,0.364,-95.703,-148.804,-4.456
0.011,0.173,0.220,-89.417,-151.001,-4.944
-0.012,0.155,0.100,-80.383,-152.405,-4.883
0.031,0.170,-0.039,-72.388,-147.644,-8.057
0.151,0.199,-0.205,-66.589,-133.972,-14.343
0.299,0.237,-0.417,-62.195,-111.267,-20.813
0.417,0.253,-0.629,-56.641,-82.092,-23.926
0.477,0.238,-0.826,-45.654,-52.612,-20.447
0.507,0.212,-0.969,-27.466,-26.672,-10.986
0.421,0.158,-1.062,-3.418,-5.676,3.723
0.280,0.057,-1.071,25.513,17.090,17.944
0.195,-0.028,-0.992,52.124,45.715,25.146
0.141,-0.042,-0.893,73.547,74.219,27.344
0.135,-0.070,-0.714,96.375,102.173,29.846
0.131,-0.085,-0.500,116.699,126.648,33.325
0.170,-0.076,-0.188,132.629,148.132,33.264
0.300,0.094,0.212,144.836,161.316,30.090
0.336,0.157,0.547,157.166,154.419,37.231
0.236,0.146,0.874,164.124,127.563,56.885
0.008,0.142,1.165,158.142,95.947,76.538
-0.244,0.179,1.476,143.555,76.782,85.388
-0.445,0.188,1.772,127.747,75.989,81.726
-0.544,0.181,1.992,110.474,85.144,70.618
-0.642,0.197,2.252,97.595,90.881,59.753
-0.828,0.213,2.600,92.773,84.167,52.551
-1.055,0.220,2.941,87.341,64.758,49.988
-1.236,0.249,3.173,73.669,39.978,46.570
-1.318,0.261,3.281,52.368,16.479,35.278
-1.290,0.260,3.262,25.513,-3.662,16.907
-1.153,0.261,3.128,-2.808,-21.179,-2.625
-1.019,0.247,2.945,-27.222,-39.856,-19.165
-0.902,0.193,2.680,-47.302,-56.580,-33.508
-0.698,0.120,2.370,-64.148,-67.078,-48.523
-0.492,0.079,2.032,-78.308,-75.989,-59.570
-0.295,0.051,1.680,-86.975,-83.923,-65.125
-0.099,0.038,1.368,-89.172,-90.820,-65.491
0.053,0.062,1.097,-88.928,-98.755,-59.998
0.180,0.086,0.906,-87.280,-109.131,-49.194
0.175,0.121,0.706,-87.952,-124.878,-33.691
0.109,0.110,0.564,-87.891,-138.550,-19.958
0.007,0.135,0.378,-87.769,-144.287,-12.878
-0.028,0.103,0.224,-85.815,-140.076,-12.573
-0.009,0.118,0.055,-83.008,-130.310,-19.470
0.044,0.132,-0.120,-82.275,-117.737,-26.428
0.137,0.152,-0.255,-77.454,-103.577,-30.640
0.186,0.211,-0.409,-71.594,-90.881,-30.396
0.218,0.223,-0.566,-60.547,-72.815,-27.283
0.234,0.188,-0.736,-46.204,-48.828,-24.170
0.227,0.128,-0.857,-30.762,-23.132,-20.203
0.212,0.120,-0.886,-14.832,3.784,-15.747
0.270,0.151,-0.826,3.235,32.776,-12.756
0.315,0.172,-0.710,23.376,55.176,-6.165
0.241,0.155,-0.557,45.654,67.566,4.883
0.200,0.141,-0.404,65.491,75.989,15.808
0.165,0.116,-0.227,82.214,80.750,25.940
0.090,0.098,-0.064,93.628,80.872,36.072
0.045,0.096,0.146,101.501,83.252,43.579
0.010,0.128,0.360,104.248,90.515,47.180
-0.013,0.118,0.527,103.271,100.769,49.255
-0.022,0.097,0.658,100.769,111.023,50.964
-0.003,0.092,0.781,100.830,119.507,52.795
-0.028,0.081,0.980,108.887,121.216,57.861
-0.115,0.076,1.263,125.000,113.159,67.261
-0.305,0.097,1.725,145.569,94.482,80.383
-0.609,0.123,2.296,160.828,69.092,93.384
-0.992,0.129,2.827,158.386,43.213,99.365
-1.356,0.131,3.226,135.132,22.827,93.018
-1.557,0.123,3.403,95.276,10.437,71.228
-1.543,0.098,3.355,46.326,2.991,37.842
-1.353,0.097,3.151,0.366,-5.066,3.967
-1.166,0.064,2.890,-33.386,-19.043,-21.667
-0.993,0.018,2.600,-55.237,-36.987,-39.001
-0.818,-0.008,2.310,-68.237,-52.551,-52.368
-0.651,-0.046,2.053,-74.280,-64.453,-62.866
-0.463,-0.034,1.814,-76.904,-72.937,-70.251
-0.307,-0.018,1.600,-76.660,-80.627,-73.242
-0.147,-0.002,1.429,-74.524,-87.585,-72.754
-0.001,0.042,1.286,-74.524,-97.290,-67.139
0.049,0.081,1.136,-76.904,-112.732,-54.932
0.037,0.075,1.027,-80.627,-128.784,-43.152
-0.023,0.104,0.906,-88.623,-141.968,-35.156
-0.128,0.135,0.697,-97.656,-148.132,-31.433
-0.130,0.079,0.524,-99.426,-139.526,-36.682
-0.108,0.099,0.334,-101.501,-128.601,-47.302
-0.065,0.120,0.157,-102.234,-120.056,-53.955
0.018,0.126,-0.024,-97.595,-112.122,-56.030
0.112,0.161,-0.262,-90.576,-104.614,-55.420
0.204,0.201,-0.470,-79.346,-93.506,-52.063
0.288,0.229,-0.630,-64.514,-76.172,-46.997
0.350,0.260,-0.785,-50.537,-53.406,-41.199
0.371,0.254,-0.963,-36.316,-26.123,-33.569
0.348,0.195,-1.080,-19.348,6.348,-24.292
0.313,0.178,-1.097,-0.732,42.847,-15.625
0.334,0.142,-1.058,19.531,82.275,-9.338
0.349,0.123,-0.937,39.673,116.943,-2.563
0.365,0.157,-0.713,59.204,145.813,4.578
0.453,0.183,-0.488,77.209,169.312,10.803
0.556,0.242,-0.254,93.872,179.260,21.545
0.583,0.296,0.026,113.098,171.570,40.344
0.528,0.291,0.344,130.676,151.855,63.416
0.400,0.284,0.636,137.146,129.150,87.830
0.191,0.263,0.908,132.751,113.831,107.788
-0.022,0.219,1.145,123.413,112.732,116.516
-0.163,0.198,1.399,111.694,124.817,113.525
-0.232,0.225,1.670,101.929,140.259,105.164
-0.293,0.236,2.008,98.755,146.851,100.464
-0.402,0.228,2.367,98.755,138.672,100.525
-0.651,0.200,2.666,95.398,114.258,104.431
-0.962,0.123,2.910,89.966,80.994,108.459
-1.208,0.062,3.074,79.102,48.889,104.919
-1.337,0.039,3.146,58.167,25.208,88.684
-1.288,0.012,3.064,30.151,11.169,61.279
-1.118,-0.026,2.860,2.686,0.061,33.142
-0.954,-0.050,2.607,-18.555,-14.343,12.268
-0.810,-0.099,2.334,-33.020,-29.480,-2.380
-0.654,-0.141,2.006,-42.358,-41.565,-15.442
-0.472,-0.189,1.719,-44.617,-52.490,-25.696
-0.330,-0.198,1.462,-42.908,-64.453,-30.884
-0.193,-0.179,1.254,-40.527,-75.378,-33.020
-0.042,-0.139,1.071,-39.124,-83.984,-33.081
0.080,-0.082,0.939,-39.978,-95.154,-28.442
0.069,-0.008,0.829,-43.091,-110.779,-19.226
-0.032,0.040,0.748,-44.861,-121.948,-10.742
-0.129,0.058,0.683,-46.814,-121.399,-11.047
-0.180,0.064,0.583,-53.833,-113.525,-17.822
-0.185,0.084,0.445,-61.096,-104.309,-26.123
-0.145,0.090,0.327,-64.697,-97.168,-32.959
