aX,aY,aZ,gX,gY,gZ
-0.228,0.023,0.953,2.014,-3.296,3.113
-0.230,0.022,0.954,1.892,-3.113,3.113
-0.229,0.022,0.955,2.258,-3.174,3.174
-0.228,0.022,0.953,2.014,-3.296,3.174
-0.228,0.023,0.952,1.953,-3.540,3.235
-0.229,0.022,0.953,1.953,-3.235,3.174
-0.230,0.022,0.956,2.319,-3.296,3.052
-0.230,0.022,0.954,2.136,-3.296,3.174
-0.228,0.022,0.954,2.075,-3.296,3.235
-0.229,0.022,0.951,2.075,-3.296,3.235
-0.230,0.022,0.954,2.136,-3.418,3.235
-0.230,0.022,0.955,2.136,-3.357,3.174
-0.229,0.023,0.955,1.831,-3.235,3.113
-0.230,0.024,0.954,1.892,-3.174,3.052
-0.229,0.022,0.954,2.136,-3.479,3.296
-0.229,0.022,0.954,2.197,-3.479,3.174
-0.230,0.023,0.954,2.319,-3.418,3.174
-0.229,0.022,0.954,2.197,-3.296,3.052
-0.230,0.022,0.954,2.136,-3.357,3.113
-0.228,0.022,0.953,2.136,-3.235,3.113
-0.229,0.023,0.954,2.075,-3.357,3.113
-0.228,0.022,0.957,2.075,-3.357,3.174
-0.228,0.023,0.953,2.380,-3.479,3.235
-0.227,0.021,0.951,2.136,-3.479,3.174
-0.230,0.023,0.951,2.014,-3.418,3.174
-0.230,0.023,0.954,2.136,-3.296,3.296
-0.230,0.022,0.956,2.136,-3.418,3.113
-0.230,0.021,0.954,2.136,-3.357,3.174
-0.230,0.022,0.953,1.953,-3.418,3.052
-0.230,0.022,0.953,1.892,-3.357,3.113
-0.230,0.022,0.953,1.953,-3.357,3.235
-0.229,0.022,0.956,2.075,-3.418,3.174
-0.230,0.023,0.954,2.136,-3.418,3.052
-0.229,0.022,0.953,2.258,-3.540,3.174
-0.229,0.022,0.953,2.075,-3.479,3.174
-0.230,0.022,0.954,2.075,-3.235,3.174
-0.229,0.022,0.954,2.258,-3.479,3.418
-0.228,0.022,0.954,2.197,-3.418,3.113
-0.228,0.022,0.953,2.197,-3.479,3.113
-0.229,0.021,0.953,2.136,-3.601,3.052
-0.230,0.024,0.954,2.136,-3.479,3.174
-0.230,0.023,0.954,2.258,-3.540,3.174
-0.229,0.023,0.953,2.075,-3.357,3.052
-0.230,0.023,0.953,2.075,-3.418,3.113
-0.229,0.022,0.955,2.136,-3.357,3.113
-0.231,0.022,0.954,2.197,-3.479,3.113
-0.231,0.023,0.954,2.136,-3.418,2.991
-0.231,0.023,0.952,2.258,-3.540,3.113
-0.231,0.021,0.954,2.197,-3.479,3.296
-0.230,0.022,0.954,2.014,-3.479,3.174
-0.228,0.021,0.954,2.136,-3.479,3.174
-0.225,0.019,0.955,2.258,-3.479,3.235
-0.223,0.019,0.955,2.197,-3.296,3.174
-0.226,0.023,0.952,1.953,-3.479,3.052
-0.226,0.024,0.950,2.075,-3.418,3.174
-0.228,0.024,0.953,2.136,-3.418,3.174
-0.228,0.023,0.954,2.197,-3.357,3.113
-0.232,0.024,0.956,1.892,-3.479,3.113
-0.235,0.026,0.954,2.258,-3.601,3.113
-0.236,0.027,0.955,2.319,-3.540,3.235
-0.234,0.025,0.953,2.258,-3.296,3.235
-0.230,0.021,0.956,2.441,-3.357,3.174
-0.228,0.022,0.954,2.197,-3.296,3.235
-0.225,0.022,0.953,2.075,-3.357,3.235
-0.227,0.022,0.951,2.136,-3.357,3.174
-0.229,0.022,0.952,2.075,-3.418,3.052
-0.230,0.021,0.955,2.197,-3.540,3.174
-0.231,0.021,0.956,2.319,-3.479,3.174
-0.231,0.022,0.954,2.136,-3.479,3.235
-0.230,0.023,0.953,2.136,-3.418,3.174
-0.231,0.022,0.953,2.380,-3.296,3.113
-0.230,0.023,0.954,2.197,-3.601,3.113
-0.228,0.021,0.955,2.136,-3.479,3.296
-0.227,0.021,0.953,2.014,-3.418,2.991
-0.228,0.022,0.952,2.136,-3.174,3.052
-0.229,0.021,0.954,2.014,-3.296,3.174
-0.230,0.022,0.954,1.953,-3.235,3.174
-0.229,0.023,0.953,2.075,-3.174,2.991
-0.229,0.022,0.953,2.136,-3.418,3.052
-0.228,0.023,0.953,2.014,-3.418,3.052
-0.229,0.023,0.953,2.258,-3.418,3.113
-0.231,0.022,0.954,2.258,-3.357,3.113
-0.231,0.023,0.953,2.075,-3.418,3.113
-0.231,0.023,0.953,2.136,-3.357,3.052
-0.230,0.023,0.954,2.197,-3.357,3.113
-0.230,0.023,0.953,2.258,-3.235,3.174
-0.229,0.022,0.953,2.136,-3.357,3.113
-0.230,0.023,0.954,2.197,-3.418,3.174
-0.230,0.021,0.953,2.380,-3.540,3.296
-0.230,0.023,0.954,2.258,-3.540,3.235
-0.230,0.022,0.955,2.258,-3.479,3.174
-0.230,0.022,0.954,2.136,-3.296,2.930
-0.230,0.022,0.953,2.075,-3.357,3.113
-0.229,0.023,0.953,2.075,-3.418,3.235
-0.229,0.023,0.954,2.075,-3.540,3.052
-0.227,0.021,0.953,2.014,-3.357,2.991
-0.228,0.025,0.953,1.953,-3.357,3.052
-0.228,0.023,0.953,2.136,-3.479,3.052
-0.232,0.020,0.956,2.563,-3.601,3.235
-0.232,0.021,0.956,2.075,-3.296,3.174
-0.229,0.021,0.953,1.892,-3.296,3.113
-0.229,0.023,0.949,1.953,-3.357,3.174
-0.232,0.023,0.950,2.075,-3.540,3.174
-0.230,0.021,0.957,2.319,-3.357,3.174
-0.229,0.022,0.956,2.075,-3.296,3.174
-0.227,0.024,0.954,1.831,-3.235,3.174
-0.229,0.024,0.951,1.892,-3.235,3.174
-0.229,0.023,0.951,1.892,-3.357,3.113
-0.231,0.022,0.955,2.136,-3.540,2.991
-0.231,0.021,0.957,2.258,-3.296,3.113
-0.229,0.022,0.953,2.136,-3.235,3.113
-0.230,0.025,0.950,1.953,-3.296,3.052
-0.230,0.024,0.952,1.892,-3.418,3.174
-0.230,0.022,0.958,2.197,-3.418,3.113
-0.229,0.022,0.957,1.892,-3.357,2.991
-0.228,0.023,0.953,1.831,-3.357,2.991
-0.228,0.022,0.953,2.075,-3.296,3.052
-0.229,0.022,0.954,2.319,-3.479,3.235
-0.230,0.022,0.956,2.197,-3.357,3.235
-0.230,0.021,0.954,2.136,-3.418,3.174
-0.230,0.023,0.952,2.075,-3.418,3.174
-0.229,0.023,0.951,2.197,-3.479,3.174
-0.230,0.022,0.954,2.319,-3.418,3.235
-0.231,0.021,0.955,2.197,-3.540,3.174
-0.231,0.021,0.955,2.014,-3.662,3.113
-0.230,0.023,0.953,2.075,-3.540,3.235
-0.231,0.022,0.952,2.197,-3.357,3.174
-0.230,0.022,0.954,2.136,-3.479,3.174
-0.230,0.022,0.953,2.075,-3.479,3.052
-0.229,0.022,0.954,2.136,-3.540,3.113
-0.230,0.022,0.952,2.014,-3.479,3.113
-0.230,0.023,0.953,2.075,-3.357,3.113
-0.230,0.022,0.954,2.197,-3.357,3.174
-0.230,0.022,0.955,2.197,-3.418,3.113
-0.229,0.023,0.953,2.136,-3.357,2.991
-0.229,0.023,0.952,2.197,-3.418,3.113
-0.229,0.023,0.952,2.136,-3.479,3.113
-0.229,0.023,0.955,2.136,-3.662,3.174
-0.228,0.020,0.955,2.197,-3.540,3.235
-0.229,0.021,0.953,2.136,-3.479,3.174
-0.230,0.021,0.953,2.075,-3.662,3.052
-0.231,0.021,0.955,2.258,-3.540,3.113
-0.232,0.024,0.954,2.075,-3.479,2.930
-0.232,0.023,0.953,1.953,-3.601,3.052
-0.231,0.022,0.953,1.953,-3.601,2.991
-0.228,0.020,0.954,2.014,-3.601,3.052
-0.230,0.019,0.956,2.014,-3.479,3.052
-0.229,0.019,0.955,2.014,-3.418,2.930
-0.231,0.020,0.951,1.770,-3.723,2.808
-0.236,0.025,0.949,1.831,-3.845,2.930
-0.234,0.022,0.952,1.892,-3.479,2.930
-0.232,0.021,0.958,1.831,-3.235,2.930
-0.230,0.024,0.957,1.770,-3.235,2.991
-0.227,0.025,0.953,1.831,-3.418,2.991
-0.227,0.026,0.950,1.831,-3.540,2.808
-0.225,0.026,0.954,2.075,-3.601,2.808
-0.223,0.025,0.958,2.075,-3.235,2.808
-0.222,0.023,0.955,1.831,-3.174,2.930
-0.227,0.022,0.951,1.770,-3.357,3.052
-0.233,0.021,0.949,1.770,-3.784,2.930
-0.237,0.022,0.950,2.014,-3.601,2.930
-0.239,0.020,0.955,2.197,-3.479,2.808
-0.238,0.021,0.959,1.953,-3.418,2.991
-0.234,0.021,0.959,1.953,-3.296,3.052
-0.231,0.021,0.957,1.831,-3.174,3.052
-0.231,0.025,0.954,1.648,-2.991,3.113
-0.231,0.036,0.950,1.465,-3.052,3.113
-0.229,0.037,0.950,1.465,-3.235,3.052
-0.228,0.028,0.953,2.258,-3.418,3.418
-0.229,0.021,0.956,2.686,-3.479,3.540
-0.230,0.019,0.955,2.563,-3.296,3.235
-0.228,0.023,0.951,2.136,-3.113,3.296
-0.225,0.023,0.950,2.136,-3.052,3.296
-0.223,0.021,0.951,2.258,-3.174,3.296
-0.225,0.021,0.953,2.502,-3.357,3.235
-0.225,0.023,0.952,2.258,-3.357,3.174
-0.226,0.026,0.951,1.892,-3.357,3.174
-0.227,0.025,0.953,2.197,-3.479,3.357
-0.227,0.023,0.955,2.441,-3.357,3.296
-0.230,0.023,0.955,2.441,-3.418,3.296
-0.232,0.023,0.954,2.502,-3.540,3.235
-0.231,0.022,0.950,2.441,-3.418,3.235
-0.231,0.021,0.950,2.502,-3.357,3.418
-0.231,0.019,0.950,2.441,-3.418,3.479
-0.229,0.018,0.954,2.686,-3.479,3.540
-0.231,0.019,0.955,2.747,-3.296,3.540
-0.230,0.020,0.957,2.563,-3.296,3.296
-0.224,0.021,0.955,2.319,-3.357,3.357
-0.223,0.022,0.951,2.380,-3.479,3.357
-0.221,0.023,0.951,2.258,-3.784,3.357
-0.225,0.020,0.951,2.563,-3.784,3.418
-0.224,0.016,0.950,2.747,-3.662,3.357
-0.229,0.013,0.950,2.808,-3.784,3.418
-0.229,0.013,0.954,2.502,-3.784,3.357
-0.228,0.017,0.958,2.136,-3.540,3.174
-0.228,0.021,0.955,1.831,-3.296,3.235
-0.232,0.026,0.950,1.892,-3.723,3.052
-0.240,0.027,0.952,2.197,-4.028,3.052
-0.242,0.028,0.959,2.258,-3.845,3.174
-0.237,0.027,0.958,2.319,-3.540,3.113
-0.235,0.028,0.956,2.319,-3.479,3.052
-0.238,0.031,0.955,2.014,-3.662,3.174
-0.236,0.027,0.955,2.502,-3.540,3.357
-0.232,0.023,0.957,2.747,-3.357,3.235
-0.231,0.021,0.958,2.563,-3.296,3.296
-0.230,0.023,0.954,2.380,-3.540,3.357
-0.232,0.025,0.951,2.197,-3.601,3.174
-0.233,0.023,0.953,2.441,-3.662,3.235
-0.231,0.021,0.952,2.441,-3.357,3.296
-0.233,0.025,0.950,2.380,-3.418,3.296
-0.238,0.023,0.953,2.380,-3.784,3.357
-0.233,0.016,0.957,2.502,-3.540,3.357
-0.229,0.015,0.953,2.563,-3.418,3.418
-0.230,0.019,0.952,2.319,-3.479,3.235
-0.228,0.021,0.953,2.441,-3.479,3.174
-0.226,0.018,0.954,2.502,-3.540,3.235
-0.228,0.018,0.955,2.258,-3.479,3.235
-0.227,0.016,0.953,2.258,-3.418,3.113
-0.224,0.017,0.951,2.380,-3.479,3.174
-0.224,0.016,0.952,2.380,-3.479,3.235
-0.228,0.018,0.952,2.075,-3.418,3.113
-0.227,0.017,0.953,2.197,-3.296,3.113
-0.226,0.017,0.953,1.831,-3.174,3.235
-0.226,0.021,0.953,1.770,-3.235,3.174
-0.227,0.022,0.953,1.648,-3.479,3.113
-0.229,0.022,0.952,1.892,-3.784,2.930
-0.231,0.023,0.953,2.075,-3.845,3.052
-0.233,0.024,0.952,1.953,-3.479,3.052
-0.233,0.023,0.953,2.014,-3.418,3.113
-0.234,0.024,0.955,2.014,-3.357,3.235
-0.233,0.024,0.955,2.014,-3.418,3.113
-0.234,0.022,0.953,2.380,-3.418,3.052
-0.232,0.022,0.955,2.319,-3.418,3.296
-0.233,0.022,0.954,2.319,-3.540,3.174
-0.232,0.024,0.954,2.136,-3.357,3.235
-0.231,0.023,0.954,2.136,-3.418,3.296
-0.233,0.023,0.955,2.136,-3.418,3.113
-0.234,0.022,0.955,2.197,-3.235,3.235
-0.234,0.021,0.956,2.136,-3.540,3.174
-0.232,0.022,0.955,2.197,-3.479,3.174
-0.231,0.022,0.954,2.197,-3.296,3.235
-0.230,0.021,0.954,2.197,-3.479,3.174
-0.230,0.020,0.955,2.441,-3.418,3.235
-0.229,0.020,0.953,2.258,-3.418,3.235
-0.229,0.020,0.952,2.075,-3.418,3.235
-0.228,0.019,0.954,2.197,-3.235,3.235
-0.227,0.018,0.954,2.075,-3.235,3.174
-0.227,0.021,0.952,2.075,-3.479,3.052
-0.230,0.020,0.951,1.953,-3.479,3.113
-0.229,0.018,0.950,2.014,-3.418,3.113
-0.231,0.019,0.953,2.075,-3.357,3.113
-0.230,0.019,0.953,2.136,-3.540,3.235
-0.230,0.020,0.953,1.892,-3.601,3.174
-0.232,0.021,0.950,1.831,-3.418,3.235
-0.231,0.022,0.953,1.831,-3.479,3.052
-0.231,0.022,0.954,1.953,-3.296,3.174
-0.230,0.021,0.954,1.892,-3.296,3.113
-0.231,0.021,0.952,2.075,-3.357,3.113
-0.232,0.022,0.952,2.075,-3.418,3.174
-0.232,0.022,0.953,2.075,-3.662,3.113
-0.232,0.022,0.954,2.075,-3.479,3.174
-0.233,0.020,0.957,2.258,-3.540,3.235
-0.233,0.022,0.956,2.319,-3.601,3.235
-0.235,0.022,0.957,2.258,-3.601,3.235
-0.235,0.021,0.955,2.197,-3.479,3.174
-0.234,0.021,0.955,2.319,-3.418,3.296
-0.232,0.023,0.954,2.319,-3.479,3.235
-0.230,0.023,0.955,2.258,-3.418,3.235
-0.229,0.022,0.956,2.319,-3.296,3.296
-0.228,0.021,0.953,2.441,-3.540,3.235
-0.228,0.020,0.951,2.380,-3.479,3.174
-0.229,0.021,0.952,2.441,-3.357,3.357
-0.228,0.018,0.954,2.502,-3.296,3.235
-0.233,0.019,0.953,2.441,-3.418,3.235
-0.233,0.021,0.950,2.319,-3.540,3.174
-0.234,0.019,0.950,2.380,-3.662,3.235
-0.235,0.020,0.953,2.258,-3.601,3.296
-0.233,0.019,0.957,1.892,-3.479,3.052
-0.229,0.021,0.954,1.770,-3.418,3.052
-0.229,0.020,0.953,1.953,-3.418,3.113
-0.230,0.020,0.953,2.075,-3.418,3.052
-0.232,0.019,0.955,1.953,-3.418,3.052
-0.232,0.019,0.955,2.197,-3.357,3.296
-0.232,0.021,0.953,2.014,-3.418,3.235
-0.233,0.023,0.950,1.831,-3.418,3.235
-0.231,0.023,0.952,2.136,-3.296,3.113
-0.231,0.022,0.954,2.197,-3.296,3.052
-0.229,0.022,0.954,2.075,-3.479,3.052
-0.231,0.022,0.953,2.136,-3.479,3.113
-0.229,0.021,0.953,2.197,-3.357,3.113
-0.229,0.020,0.957,2.258,-3.479,3.113
-0.229,0.019,0.956,2.380,-3.418,3.296
-0.231,0.021,0.954,2.258,-3.601,3.235
-0.231,0.020,0.954,2.502,-3.601,3.235
-0.234,0.020,0.954,2.747,-3.601,3.296
-0.233,0.020,0.955,2.563,-3.540,3.174
-0.232,0.019,0.952,2.441,-3.540,3.296
-0.230,0.017,0.952,2.441,-3.357,3.296
-0.236,0.018,0.953,2.258,-3.418,3.235
-0.235,0.020,0.955,2.075,-3.357,3.174
-0.235,0.021,0.954,2.197,-3.357,3.235
-0.233,0.022,0.953,2.075,-3.235,3.174
-0.233,0.023,0.952,2.014,-3.113,3.052
-0.233,0.024,0.953,2.136,-3.479,3.052
-0.232,0.022,0.952,2.258,-3.662,3.235
-0.232,0.022,0.953,2.197,-3.601,3.174
-0.231,0.019,0.952,2.136,-3.235,3.113
-0.230,0.020,0.953,2.319,-3.174,3.174
-0.229,0.021,0.953,2.319,-3.296,2.991
-0.229,0.020,0.954,2.197,-3.479,3.113
-0.227,0.020,0.951,2.258,-3.418,3.235
-0.228,0.022,0.950,2.136,-3.296,3.174
-0.230,0.021,0.952,2.136,-3.540,3.235
-0.230,0.019,0.954,2.319,-3.601,3.235
-0.228,0.019,0.951,2.136,-3.479,3.235
-0.227,0.020,0.947,2.014,-3.540,3.235
-0.242,0.025,0.946,2.136,-3.967,3.357
-0.233,0.016,0.963,2.502,-3.845,3.601
-0.228,0.014,0.958,2.502,-2.930,3.357
-0.232,0.021,0.951,1.892,-3.601,3.113
-0.237,0.023,0.953,1.831,-4.028,2.991
-0.234,0.016,0.953,2.197,-3.479,3.052
-0.234,0.013,0.957,2.258,-3.479,3.357
-0.237,0.017,0.961,2.197,-3.662,3.296
-0.234,0.015,0.955,2.197,-3.601,3.174
-0.229,0.018,0.953,1.892,-3.235,3.052
-0.232,0.021,0.954,1.587,-3.113,3.052
-0.232,0.020,0.958,2.075,-3.418,3.113
-0.232,0.017,0.959,2.319,-3.601,3.113
-0.233,0.019,0.957,2.075,-3.540,3.174
-0.234,0.020,0.953,2.014,-3.357,3.235
-0.233,0.017,0.954,2.258,-3.174,3.235
-0.234,0.019,0.955,2.258,-3.357,3.235
-0.234,0.020,0.954,2.197,-3.479,3.052
-0.231,0.022,0.950,2.014,-3.113,3.174
-0.231,0.023,0.948,1.953,-3.174,3.235
-0.231,0.023,0.950,2.197,-3.296,3.296
-0.232,0.021,0.951,2.380,-3.357,3.235
-0.232,0.020,0.951,2.197,-3.296,3.174
-0.230,0.022,0.950,1.892,-3.235,3.174
-0.228,0.021,0.950,1.953,-3.296,3.174
-0.228,0.021,0.950,1.953,-3.296,3.174
-0.229,0.020,0.952,2.136,-3.479,3.174
-0.232,0.020,0.952,2.014,-3.479,3.174
-0.232,0.021,0.951,1.892,-3.479,3.052
-0.232,0.022,0.953,1.892,-3.479,3.113
-0.231,0.021,0.954,2.075,-3.540,3.174
-0.232,0.019,0.956,2.197,-3.723,3.296
-0.233,0.020,0.958,2.075,-3.418,3.174
-0.232,0.020,0.956,1.953,-3.418,2.991
-0.231,0.020,0.954,2.197,-3.357,3.052
-0.233,0.020,0.955,2.319,-3.357,3.174
-0.231,0.020,0.958,2.319,-3.418,3.296
-0.231,0.020,0.955,2.075,-3.357,3.235
-0.232,0.023,0.954,2.319,-3.357,3.174
-0.233,0.022,0.954,2.380,-3.296,3.174
-0.233,0.021,0.955,2.136,-3.235,3.113
-0.233,0.020,0.956,2.319,-3.418,3.174
-0.231,0.019,0.953,2.441,-3.540,3.357
-0.231,0.020,0.951,2.380,-3.479,3.296
-0.232,0.019,0.951,2.197,-3.357,3.235
-0.233,0.019,0.953,2.197,-3.296,3.296
-0.233,0.019,0.954,2.258,-3.479,3.235
-0.233,0.018,0.953,2.075,-3.296,3.174
-0.232,0.020,0.951,1.892,-3.296,3.113
-0.231,0.018,0.951,2.197,-3.235,3.235
-0.230,0.018,0.952,2.380,-3.418,3.235
-0.231,0.018,0.955,2.380,-3.357,3.113
-0.231,0.018,0.953,2.136,-3.357,3.174
-0.232,0.018,0.950,1.953,-3.296,3.113
-0.232,0.019,0.951,2.075,-3.479,3.113
-0.233,0.018,0.953,2.197,-3.418,2.991
-0.233,0.017,0.953,2.014,-3.357,3.113
-0.229,0.015,0.952,1.953,-3.357,3.174
-0.229,0.019,0.946,1.526,-3.357,2.991
-0.235,0.026,0.946,1.038,-3.174,3.052
-0.236,0.028,0.958,1.648,-3.479,3.296
-0.226,0.020,0.959,2.502,-3.601,3.174
-0.225,0.020,0.954,2.197,-3.906,2.930
-0.239,0.027,0.960,2.197,-3.906,3.235
-0.231,0.018,0.959,2.686,-3.540,3.235
-0.230,0.016,0.954,2.747,-3.418,3.052
-0.238,0.019,0.952,2.258,-3.662,3.174
-0.239,0.020,0.953,2.258,-3.601,3.296
-0.235,0.017,0.953,2.319,-3.174,3.174
-0.234,0.019,0.953,2.075,-3.235,3.174
-0.235,0.022,0.956,1.953,-3.357,3.113
-0.232,0.020,0.955,2.197,-3.235,3.235
-0.232,0.021,0.953,2.075,-3.418,3.113
-0.231,0.020,0.953,2.197,-3.479,3.113
-0.229,0.018,0.951,2.014,-3.296,3.235
-0.230,0.016,0.952,2.197,-3.357,3.296
-0.231,0.018,0.952,2.197,-3.540,3.235
-0.231,0.019,0.952,2.075,-3.357,3.113
-0.230,0.020,0.951,2.014,-3.235,2.930
-0.231,0.021,0.952,2.136,-3.357,2.930
-0.232,0.020,0.954,2.319,-3.601,3.174
-0.232,0.020,0.956,2.197,-3.601,3.357
-0.232,0.019,0.952,2.441,-3.418,3.235
-0.231,0.016,0.953,2.441,-3.540,3.113
-0.233,0.018,0.951,2.075,-3.479,3.296
-0.232,0.022,0.951,2.075,-3.601,3.113
-0.231,0.019,0.952,2.441,-3.540,3.235
-0.232,0.020,0.952,2.319,-3.479,3.113
-0.235,0.022,0.954,2.441,-3.845,3.174
-0.234,0.021,0.955,2.441,-3.662,3.174
-0.233,0.021,0.954,2.441,-3.418,3.174
-0.231,0.022,0.951,2.686,-3.723,3.235
-0.233,0.020,0.951,3.052,-4.028,3.357
-0.235,0.017,0.957,3.113,-3.906,3.357
-0.234,0.016,0.955,2.808,-3.845,3.296
-0.233,0.014,0.953,2.686,-3.662,3.418
-0.235,0.019,0.952,2.502,-3.540,3.235
-0.233,0.020,0.952,2.319,-3.357,3.235
-0.231,0.021,0.952,2.380,-3.418,3.357
-0.229,0.022,0.950,2.686,-3.601,3.479
-0.230,0.021,0.953,2.930,-3.784,3.357
-0.231,0.021,0.951,3.357,-3.784,3.601
-0.229,0.021,0.950,3.601,-4.150,3.601
-0.229,0.024,0.946,3.906,-4.456,3.601
-0.231,0.024,0.950,4.822,-4.761,3.906
-0.233,0.019,0.959,5.615,-5.249,4.028
-0.229,0.017,0.953,6.042,-5.615,4.333
-0.229,0.021,0.948,6.165,-6.470,4.517
-0.232,0.023,0.947,6.836,-7.141,4.761
-0.239,0.021,0.949,7.507,-7.324,5.371
-0.236,0.015,0.956,8.057,-7.385,5.798
-0.234,0.005,0.961,7.751,-7.324,6.409
-0.242,0.001,0.957,6.714,-7.385,6.897
-0.250,-0.004,0.959,6.104,-7.019,6.409
-0.250,-0.001,0.955,4.822,-5.920,5.615
-0.246,-0.002,0.950,3.357,-4.883,5.249
-0.244,0.004,0.950,2.197,-4.211,4.883
-0.243,0.009,0.953,1.648,-3.662,4.272
-0.240,0.011,0.954,1.709,-3.235,4.150
-0.235,0.011,0.952,1.709,-3.479,4.456
-0.234,0.015,0.951,1.770,-3.662,4.333
-0.237,0.013,0.949,2.075,-4.150,4.578
-0.238,0.014,0.947,2.563,-4.456,5.005
-0.238,0.011,0.948,3.601,-5.005,4.944
-0.241,0.010,0.950,3.906,-5.127,5.005
-0.243,0.009,0.952,4.456,-5.249,5.188
-0.242,0.005,0.951,4.700,-5.371,5.066
-0.244,0.002,0.950,4.395,-5.615,5.249
-0.243,0.001,0.956,4.517,-5.432,5.127
-0.248,-0.000,0.955,3.967,-5.005,4.944
-0.243,0.002,0.954,3.540,-4.639,4.700
-0.242,0.004,0.950,2.869,-4.395,4.639
-0.245,0.006,0.952,2.441,-4.272,4.822
-0.244,0.006,0.950,2.502,-4.089,4.761
-0.244,0.002,0.948,2.991,-4.395,4.761
-0.245,0.003,0.946,3.479,-4.761,4.578
-0.247,0.004,0.952,3.235,-4.517,4.639
-0.244,-0.000,0.952,3.052,-4.028,4.395
-0.241,0.002,0.957,2.563,-3.662,4.517
-0.241,-0.002,0.962,1.465,-3.235,4.456
-0.236,-0.005,0.965,0.000,-2.502,5.737
-0.231,-0.006,0.968,-2.441,-1.892,7.446
-0.233,0.002,0.960,-5.066,-1.099,9.155
-0.236,0.017,0.948,-6.592,-0.427,10.132
-0.237,0.025,0.927,-6.042,-1.038,10.559
-0.239,0.029,0.934,-3.052,-2.380,9.827
-0.244,0.021,0.947,0.671,-3.357,9.521
-0.244,0.015,0.953,2.502,-4.028,9.216
-0.242,0.004,0.954,2.075,-4.578,8.850
-0.248,0.000,0.953,1.282,-4.456,8.362
-0.246,-0.004,0.953,0.549,-3.601,8.179
-0.249,0.000,0.952,-0.793,-3.113,8.484
-0.250,0.010,0.949,-1.709,-2.747,8.118
-0.250,0.012,0.946,-1.648,-2.441,7.446
-0.245,0.014,0.947,-0.793,-2.686,6.836
-0.244,0.012,0.949,0.122,-2.869,6.348
-0.245,0.012,0.951,0.916,-3.235,5.798
-0.244,0.010,0.953,1.160,-3.174,5.493
-0.240,0.006,0.955,1.160,-3.174,5.493
-0.237,0.004,0.954,0.671,-2.930,5.554
-0.230,0.005,0.957,-0.183,-2.319,5.859
-0.229,0.005,0.956,-1.648,-1.648,6.897
-0.229,0.010,0.957,-2.625,-0.916,7.690
-0.226,0.018,0.956,-3.418,-0.610,8.484
-0.227,0.020,0.952,-3.662,-0.549,9.705
-0.230,0.012,0.949,-3.296,-0.977,10.376
-0.227,0.015,0.951,-1.953,-1.526,10.315
-0.230,0.016,0.956,-1.831,-1.648,10.498
-0.224,0.003,0.959,-2.502,-1.099,11.841
-0.222,0.001,0.962,-2.991,0.000,12.085
-0.228,0.011,0.964,-4.456,0.732,11.902
-0.232,0.016,0.953,-6.714,1.953,12.146
-0.230,0.021,0.939,-7.080,2.502,12.695
-0.248,0.035,0.931,-5.188,1.343,13.184
-0.259,0.048,0.932,-2.319,-0.916,11.658
-0.269,0.044,0.933,0.854,-2.197,10.071
-0.268,0.031,0.941,3.418,-3.723,9.033
-0.264,0.011,0.948,5.432,-4.700,8.179
-0.255,0.002,0.953,5.798,-5.066,6.531
-0.251,0.001,0.955,4.150,-4.395,4.761
-0.241,0.010,0.955,1.709,-3.296,3.967
-0.224,0.018,0.958,0.122,-1.892,3.906
-0.222,0.023,0.957,-0.183,-1.526,4.028
-0.228,0.026,0.951,0.305,-2.136,4.395
-0.231,0.025,0.947,1.404,-3.113,4.639
-0.239,0.024,0.946,2.502,-3.540,4.883
-0.245,0.020,0.949,2.869,-3.906,4.944
-0.247,0.018,0.950,3.052,-3.906,4.700
-0.242,0.015,0.952,3.113,-3.784,4.150
-0.242,0.015,0.950,2.747,-3.845,3.845
-0.242,0.018,0.950,2.319,-3.906,3.479
-0.240,0.019,0.950,2.625,-4.089,3.235
-0.238,0.022,0.948,2.930,-4.211,3.113
-0.239,0.022,0.949,3.479,-4.517,3.113
-0.240,0.022,0.947,4.211,-5.005,2.930
-0.239,0.021,0.947,5.127,-5.371,2.869
-0.239,0.020,0.948,5.859,-5.737,2.808
-0.240,0.019,0.950,6.287,-5.981,2.869
-0.238,0.018,0.952,6.592,-6.104,2.930
-0.235,0.016,0.952,7.202,-6.348,2.869
-0.238,0.015,0.952,7.263,-6.348,2.991
-0.241,0.015,0.953,7.385,-6.531,2.991
-0.239,0.011,0.954,7.080,-6.592,2.991
-0.234,0.008,0.953,7.080,-6.165,3.052
-0.235,0.007,0.954,6.470,-5.859,3.174
-0.242,0.005,0.957,5.859,-5.554,3.113
-0.250,0.009,0.957,5.127,-5.493,2.747
-0.239,0.003,0.956,4.761,-5.127,2.747
-0.239,0.004,0.954,4.333,-4.700,3.174
-0.241,0.008,0.949,3.662,-4.456,2.747
-0.248,0.012,0.945,3.113,-4.578,2.625
-0.247,0.012,0.950,3.235,-4.272,2.686
-0.239,0.006,0.953,3.906,-4.150,2.380
-0.238,0.005,0.952,3.967,-4.272,2.563
-0.242,0.006,0.953,3.723,-4.517,2.686
-0.245,0.006,0.952,3.296,-4.211,2.747
-0.243,0.005,0.951,3.235,-4.089,2.808
-0.244,0.006,0.952,2.930,-4.028,2.869
-0.241,0.005,0.953,2.808,-3.784,2.869
-0.242,0.005,0.950,2.502,-3.662,3.113
